tab 	magic_measurements
er_citation_name	er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_csd	measurement_dec	measurement_description	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_positions	measurement_temp	measurement_x_sd	measurement_y_sd	measurement_z_sd	treatment_ac_field	treatment_dc_field	treatment_temp
This study	This study	UMK_BOT	PW34.1b	PW34	PW34.1b	PW34.1b:LP-DIR-T	hargrave 2014-03-04 13:47:13	LT-NO:DE-VM:LP-DIR-T	pmagpy-2.233	99.2	122.8	average of multiple measurements	g	-79.9	1.469e-05	1	3.0	273	1.07e-07	1.16e-07	3.80e-08	0	0	273
This study	This study	UMK_BOT	PW34.1b	PW34	PW34.1b	PW34.1b:LP-DIR-T	hargrave 2014-03-11 12:26:19	LT-T-Z:LP-DIR-T	pmagpy-2.233	1.0	130.4		g	-68.3	8.27e-06	2	1	273	7.91e-08	1.15e-07	2.78e-08	0	0	323.0
This study	This study	UMK_BOT	PW34.1b	PW34	PW34.1b	PW34.1b:LP-DIR-T	hargrave 2014-03-14 17:55:49	LT-T-Z:LP-DIR-T	pmagpy-2.233	0.6	131.5		g	-67.6	8.26e-06	3	1	273	7.42e-08	5.90e-08	3.91e-08	0	0	373.0
This study	This study	UMK_BOT	PW34.1b	PW34	PW34.1b	PW34.1b:LP-DIR-T	hargrave 2014-03-18 15:17:38	LT-T-Z:LP-DIR-T	pmagpy-2.233	1.3	131.9		g	-67.2	8.20e-06	4	1	273	1.09e-07	1.46e-07	4.76e-08	0	0	423.0
This study	This study	UMK_BOT	PW34.1b	PW34	PW34.1b	PW34.1b:LP-DIR-T	hargrave 2014-04-01 13:00:59	LT-T-Z:LP-DIR-T	pmagpy-2.233	1.6	130.7		g	-66.8	8.15e-06	5	1	273	1.70e-07	1.43e-07	4.95e-08	0	0	473.0
This study	This study	UMK_BOT	PW34.1b	PW34	PW34.1b	PW34.1b:LP-DIR-T	hargrave 2014-04-02 14:46:28	LT-T-Z:LP-DIR-T	pmagpy-2.233	1.6	131.4		g	-66.5	8.03e-06	6	1	273	1.40e-07	1.73e-07	3.92e-08	0	0	523.0
This study	This study	UMK_BOT	PW34.1b	PW34	PW34.1b	PW34.1b:LP-DIR-T	hargrave 2014-04-15 12:52:33	LT-T-Z:LP-DIR-T	pmagpy-2.233	1.3	131.2		g	-65.8	7.89e-06	7	1	273	1.22e-07	1.27e-07	3.75e-08	0	0	573.0
This study	This study	UMK_BOT	PW34.1b	PW34	PW34.1b	PW34.1b:LP-DIR-T	hargrave 2014-04-22 14:41:18	LT-T-Z:LP-DIR-T	pmagpy-2.233	1.6	131.9		g	-65.1	7.74e-06	8	1	273	1.76e-07	1.19e-07	3.95e-08	0	0	623.0
This study	This study	UMK_BOT	PW34.1b	PW34	PW34.1b	PW34.1b:LP-DIR-T	hargrave 2014-04-29 13:07:38	LT-T-Z:LP-DIR-T	pmagpy-2.233	1.6	132.1		g	-63.9	7.53e-06	9	1	273	1.66e-07	1.41e-07	5.10e-08	0	0	673.0
This study	This study	UMK_BOT	PW34.1b	PW34	PW34.1b	PW34.1b:LP-DIR-T	hargrave 2014-04-30 16:02:18	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.0	134.9		g	-63.8	7.35e-06	10	1	273	1.68e-07	1.96e-07	2.48e-08	0	0	698.0
This study	This study	UMK_BOT	PW34.1b	PW34	PW34.1b	PW34.1b:LP-DIR-T	hargrave 2014-05-04 12:48:15	LT-T-Z:LP-DIR-T	pmagpy-2.233	1.7	131.4		g	-62.9	7.25e-06	11	1	273	1.64e-07	1.36e-07	3.78e-08	0	0	723.0
This study	This study	UMK_BOT	PW34.1b	PW34	PW34.1b	PW34.1b:LP-DIR-T	hargrave 2014-05-06 15:20:13	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.4	130.3		g	-62.1	7.13e-06	12	1	273	2.27e-07	1.87e-07	4.95e-08	0	0	748.0
This study	This study	UMK_BOT	PW34.1b	PW34	PW34.1b	PW34.1b:LP-DIR-T	hargrave 2014-05-29 15:50:42	LT-T-Z:LP-DIR-T	pmagpy-2.233	1.6	226.4		b	60.8	6.61e-06	13	1	273	1.42e-07	1.22e-07	3.44e-08	0	0	793.0
This study	This study	UMK_BOT	PW34.1b	PW34	PW34.1b	PW34.1b:LP-DIR-T	hargrave 2014-06-09 17:10:28	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.0	132.7		g	-59.7	6.29e-06	14	1	273	1.54e-07	1.52e-07	3.80e-08	0	0	813.0
This study	This study	UMK_BOT	PW34.1b	PW34	PW34.1b	PW34.1b:LP-DIR-T	hargrave 2014-06-17 11:50:02	LT-T-Z:LP-DIR-T	pmagpy-2.233	1.3	132.7		g	-59.2	6.08e-06	15	1	273	9.72e-08	1.04e-07	3.40e-08	0	0	823.0
This study	This study	UMK_BOT	PW34.1b	PW34	PW34.1b	PW34.1b:LP-DIR-T	hargrave 2014-06-24 17:44:02	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.2	133.7		g	-58.3	5.48e-06	16	1	273	1.44e-07	1.56e-07	3.40e-08	0	0	833.0
This study	This study	UMK_BOT	PW34.1b	PW34	PW34.1b	PW34.1b:LP-DIR-T	hargrave 2014-06-30 14:32:46	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.2	132.6		g	-58.0	5.35e-06	17	1	273	1.43e-07	1.44e-07	3.17e-08	0	0	836.0
This study	This study	UMK_BOT	PW34.1b	PW34	PW34.1b	PW34.1b:LP-DIR-T	hargrave 2014-07-02 11:49:30	LT-T-Z:LP-DIR-T	pmagpy-2.233	1.7	132.7		g	-57.4	4.99e-06	18	1	273	1.01e-07	1.13e-07	3.30e-08	0	0	839.0
This study	This study	UMK_BOT	PW34.1b	PW34	PW34.1b	PW34.1b:LP-DIR-T	hargrave 2014-07-07 13:20:10	LT-T-Z:LP-DIR-T	pmagpy-2.233	1.2	132.8		g	-56.8	4.70e-06	19	1	273	6.98e-08	7.21e-08	3.05e-08	0	0	842.0
This study	This study	UMK_BOT	PW34.1b	PW34	PW34.1b	PW34.1b:LP-DIR-T	hargrave 2014-07-09 10:50:00	LT-T-Z:LP-DIR-T	pmagpy-2.233	1.7	131.5		g	-52.8	1.26e-06	20	1	273	1.95e-08	3.10e-08	8.68e-09	0	0	845.0
This study	This study	UMK_BOT	PW34.1b	PW34	PW34.1b	PW34.1b:LP-DIR-T	hargrave 2014-07-14 16:42:17	LT-T-Z:LP-DIR-T	pmagpy-2.233	1.9	125.9		g	-52.5	1.00e-07	21	1	273	3.31e-09	1.05e-09	7.86e-10	0	0	848.0
This study	This study	UMK_BOT	PW34.1b	PW34	PW34.1b	PW34.1b:LP-DIR-T	hargrave 2014-08-04 16:57:41	LT-T-Z:LP-DIR-T	pmagpy-2.233	1.5	137.4		g	-54.7	7.74e-08	22	1	273	2.07e-09	5.92e-10	8.10e-10	0	0	851.0
This study	This study	UMK_BOT	PW34.2b	PW34	PW34.2b	PW34.2b:LP-DIR-T	hargrave 2014-03-04 13:48:54	LT-NO:DE-VM:LP-DIR-T	pmagpy-2.233	114.6	61.6	average of multiple measurements	g	-61.5	1.844e-05	1	2.0	273	5.90e-07	2.78e-07	7.16e-08	0	0	273
This study	This study	UMK_BOT	PW34.2b	PW34	PW34.2b	PW34.2b:LP-DIR-T	hargrave 2014-03-11 12:27:49	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.3	061.0		g	-55.5	1.36e-05	2	1	273	5.17e-07	1.93e-07	6.55e-08	0	0	323.0
This study	This study	UMK_BOT	PW34.2b	PW34	PW34.2b	PW34.2b:LP-DIR-T	hargrave 2014-03-14 17:57:25	LT-T-Z:LP-DIR-T	pmagpy-2.233	4.1	062.4		g	-54.9	1.35e-05	3	1	273	8.50e-07	4.37e-07	9.06e-08	0	0	373.0
This study	This study	UMK_BOT	PW34.2b	PW34	PW34.2b	PW34.2b:LP-DIR-T	hargrave 2014-03-18 15:19:15	LT-T-Z:LP-DIR-T	pmagpy-2.233	3.1	061.5		g	-53.0	1.30e-05	4	1	273	6.30e-07	3.24e-07	9.39e-08	0	0	423.0
This study	This study	UMK_BOT	PW34.2b	PW34	PW34.2b	PW34.2b:LP-DIR-T	hargrave 2014-04-01 13:02:37	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.6	060.3		g	-52.5	1.27e-05	5	1	273	5.34e-07	2.24e-07	8.73e-08	0	0	473.0
This study	This study	UMK_BOT	PW34.2b	PW34	PW34.2b	PW34.2b:LP-DIR-T	hargrave 2014-04-02 14:48:05	LT-T-Z:LP-DIR-T	pmagpy-2.233	3.3	063.3		g	-52.9	1.20e-05	6	1	273	6.30e-07	2.76e-07	8.77e-08	0	0	523.0
This study	This study	UMK_BOT	PW34.2b	PW34	PW34.2b	PW34.2b:LP-DIR-T	hargrave 2014-04-15 12:54:07	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.8	069.1		g	-55.2	1.05e-05	7	1	273	4.87e-07	1.37e-07	8.09e-08	0	0	573.0
This study	This study	UMK_BOT	PW34.2b	PW34	PW34.2b	PW34.2b:LP-DIR-T	hargrave 2014-04-22 14:42:48	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.2	067.8		g	-54.7	1.01e-05	8	1	273	3.83e-07	8.66e-08	7.15e-08	0	0	623.0
This study	This study	UMK_BOT	PW34.2b	PW34	PW34.2b	PW34.2b:LP-DIR-T	hargrave 2014-04-29 13:09:19	LT-T-Z:LP-DIR-T	pmagpy-2.233	3.0	069.3		g	-53.5	9.70e-06	9	1	273	4.89e-07	1.38e-07	9.50e-08	0	0	673.0
This study	This study	UMK_BOT	PW34.2b	PW34	PW34.2b	PW34.2b:LP-DIR-T	hargrave 2014-04-30 16:04:15	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.7	068.5		g	-53.0	9.38e-06	10	1	273	4.26e-07	1.10e-07	7.67e-08	0	0	698.0
This study	This study	UMK_BOT	PW34.2b	PW34	PW34.2b	PW34.2b:LP-DIR-T	hargrave 2014-05-04 12:49:46	LT-T-Z:LP-DIR-T	pmagpy-2.233	1.4	069.9		g	-52.4	9.19e-06	11	1	273	2.22e-07	4.33e-08	7.23e-08	0	0	723.0
This study	This study	UMK_BOT	PW34.2b	PW34	PW34.2b	PW34.2b:LP-DIR-T	hargrave 2014-05-06 15:21:53	LT-T-Z:LP-DIR-T	pmagpy-2.233	3.1	069.8		g	-51.8	8.97e-06	12	1	273	4.75e-07	1.22e-07	8.23e-08	0	0	748.0
This study	This study	UMK_BOT	PW34.2b	PW34	PW34.2b	PW34.2b:LP-DIR-T	hargrave 2014-05-29 15:52:26	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.4	069.4		g	-50.7	8.28e-06	13	1	273	3.42e-07	8.15e-08	6.59e-08	0	0	793.0
This study	This study	UMK_BOT	PW34.2b	PW34	PW34.2b	PW34.2b:LP-DIR-T	hargrave 2014-06-09 17:12:27	LT-T-Z:LP-DIR-T	pmagpy-2.233	3.3	070.3		g	-50.0	7.92e-06	14	1	273	4.37e-07	1.19e-07	6.27e-08	0	0	813.0
