tab 	magic_measurements
er_citation_name	er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_csd	measurement_dec	measurement_description	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_positions	measurement_temp	measurement_x_sd	measurement_y_sd	measurement_z_sd	treatment_ac_field	treatment_dc_field	treatment_temp
This study	This study	UMK_BOT	PW10.1b	PW10	PW10.1b	PW10.1b:LP-DIR-T	hargrave 2014-02-25 16:58:17	LT-NO:DE-VM:LP-DIR-T	pmagpy-2.233	114.6	35.6	average of multiple measurements	g	-73.8	4.550e-06	1	2.0	273	1.11e-07	1.55e-07	3.17e-08	0	0	273
This study	This study	UMK_BOT	PW10.1b	PW10	PW10.1b	PW10.1b:LP-DIR-T	hargrave 2014-03-04 18:32:26	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.7	338.2		g	-56.1	2.38e-06	2	1	273	7.52e-08	8.12e-08	2.71e-08	0	0	323.0
This study	This study	UMK_BOT	PW10.1b	PW10	PW10.1b	PW10.1b:LP-DIR-T	hargrave 2014-03-11 17:43:30	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.4	337.5		g	-55.9	2.37e-06	3	1	273	6.22e-08	7.49e-08	2.60e-08	0	0	373.0
This study	This study	UMK_BOT	PW10.1b	PW10	PW10.1b	PW10.1b:LP-DIR-T	hargrave 2014-03-17 14:28:06	LT-T-Z:LP-DIR-T	pmagpy-2.233	3.1	335.0		g	-55.1	2.36e-06	4	1	273	8.13e-08	9.82e-08	2.60e-08	0	0	423.0
This study	This study	UMK_BOT	PW10.1b	PW10	PW10.1b	PW10.1b:LP-DIR-T	hargrave 2014-03-28 14:24:24	LT-T-Z:LP-DIR-T	pmagpy-2.233	1.8	335.1		g	-54.0	2.34e-06	5	1	273	5.28e-08	4.47e-08	2.66e-08	0	0	473.0
This study	This study	UMK_BOT	PW10.1b	PW10	PW10.1b	PW10.1b:LP-DIR-T	hargrave 2014-04-01 18:08:30	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.5	335.6		g	-53.5	2.31e-06	6	1	273	6.84e-08	7.23e-08	2.23e-08	0	0	523.0
This study	This study	UMK_BOT	PW10.1b	PW10	PW10.1b	PW10.1b:LP-DIR-T	hargrave 2014-04-09 11:41:17	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.8	333.9		g	-52.4	2.27e-06	7	1	273	7.57e-08	8.00e-08	2.44e-08	0	0	573.0
This study	This study	UMK_BOT	PW10.1b	PW10	PW10.1b	PW10.1b:LP-DIR-T	hargrave 2014-04-18 14:03:36	LT-T-Z:LP-DIR-T	pmagpy-2.233	3.2	332.0		g	-50.9	2.22e-06	8	1	273	8.19e-08	8.85e-08	2.54e-08	0	0	623.0
This study	This study	UMK_BOT	PW10.1b	PW10	PW10.1b	PW10.1b:LP-DIR-T	hargrave 2014-04-25 13:29:39	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.5	330.4		g	-48.5	2.17e-06	9	1	273	6.59e-08	6.09e-08	2.74e-08	0	0	673.0
This study	This study	UMK_BOT	PW10.1b	PW10	PW10.1b	PW10.1b:LP-DIR-T	hargrave 2014-04-29 18:48:40	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.9	328.6		g	-47.0	2.14e-06	10	1	273	7.65e-08	7.02e-08	2.74e-08	0	0	698.0
