tab 	magic_measurements
er_citation_name	er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_csd	measurement_dec	measurement_description	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_positions	measurement_temp	measurement_x_sd	measurement_y_sd	measurement_z_sd	treatment_ac_field	treatment_dc_field	treatment_temp
This study	This study	UMK_BOT	PW15.1b	PW15	PW15.1b	PW15.1b:LP-DIR-T	hargrave 2014-02-28 15:19:42	LT-NO:DE-VM:LP-DIR-T	pmagpy-2.233	114.5	319.4	average of multiple measurements	g	39.9	5.529e-05	1	2.0	273	8.30e-07	8.50e-07	2.70e-07	0	0	273
This study	This study	UMK_BOT	PW15.1b	PW15	PW15.1b	PW15.1b:LP-DIR-T	hargrave 2014-03-07 13:40:46	LT-T-Z:LP-DIR-T	pmagpy-2.233	3.1	318.6		g	41.3	3.49e-05	2	1	273	1.33e-06	1.36e-06	2.93e-07	0	0	323.0
This study	This study	UMK_BOT	PW15.1b	PW15	PW15.1b	PW15.1b:LP-DIR-T	hargrave 2014-03-11 18:15:37	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.3	319.4		g	41.7	3.46e-05	3	1	273	8.97e-07	1.06e-06	2.38e-07	0	0	373.0
This study	This study	UMK_BOT	PW15.1b	PW15	PW15.1b	PW15.1b:LP-DIR-T	hargrave 2014-03-17 16:34:43	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.1	318.4		g	41.5	3.42e-05	4	1	273	9.62e-07	8.36e-07	2.78e-07	0	0	423.0
This study	This study	UMK_BOT	PW15.1b	PW15	PW15.1b	PW15.1b:LP-DIR-T	hargrave 2014-03-28 14:56:37	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.9	320.0		g	41.6	3.34e-05	5	1	273	1.10e-06	1.26e-06	2.58e-07	0	0	473.0
This study	This study	UMK_BOT	PW15.1b	PW15	PW15.1b	PW15.1b:LP-DIR-T	hargrave 2014-04-01 18:39:48	LT-T-Z:LP-DIR-T	pmagpy-2.233	1.5	319.8		g	41.6	3.21e-05	6	1	273	6.04e-07	5.58e-07	2.37e-07	0	0	523.0
This study	This study	UMK_BOT	PW15.1b	PW15	PW15.1b	PW15.1b:LP-DIR-T	hargrave 2014-04-10 14:27:29	LT-T-Z:DE-VM:LP-DIR-T	pmagpy-2.233	114.5	318.7	average of multiple measurements	g	41.5	3.075e-05	7	2.0	273	4.79e-07	4.00e-07	2.57e-07	0	0	573.0
This study	This study	UMK_BOT	PW15.1b	PW15	PW15.1b	PW15.1b:LP-DIR-T	hargrave 2014-04-18 14:34:43	LT-T-Z:LP-DIR-T	pmagpy-2.233	3.2	317.4		g	41.6	2.90e-05	8	1	273	1.17e-06	1.15e-06	2.51e-07	0	0	623.0
This study	This study	UMK_BOT	PW15.1b	PW15	PW15.1b	PW15.1b:LP-DIR-T	hargrave 2014-04-25 14:00:49	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.5	318.1		g	41.6	2.68e-05	9	1	273	8.19e-07	8.10e-07	1.99e-07	0	0	673.0
This study	This study	UMK_BOT	PW15.1b	PW15	PW15.1b	PW15.1b:LP-DIR-T	hargrave 2014-04-29 19:19:54	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.2	318.3		g	41.5	2.55e-05	10	1	273	7.28e-07	6.60e-07	2.16e-07	0	0	698.0
This study	This study	UMK_BOT	PW15.1b	PW15	PW15.1b	PW15.1b:LP-DIR-T	hargrave 2014-05-02 14:25:39	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.6	318.2		g	41.4	2.39e-05	11	1	273	8.08e-07	7.44e-07	2.01e-07	0	0	723.0
This study	This study	UMK_BOT	PW15.1b	PW15	PW15.1b	PW15.1b:LP-DIR-T	hargrave 2014-05-04 17:00:40	LT-T-Z:LP-DIR-T	pmagpy-2.233	1.9	317.0		g	41.5	2.22e-05	12	1	273	5.84e-07	4.46e-07	1.85e-07	0	0	748.0
This study	This study	UMK_BOT	PW15.1b	PW15	PW15.1b	PW15.1b:LP-DIR-T	hargrave 2014-05-07 12:19:43	LT-T-Z:LP-DIR-T	pmagpy-2.233	3.4	317.4		g	41.4	2.07e-05	13	1	273	8.77e-07	8.46e-07	1.68e-07	0	0	773.0
This study	This study	UMK_BOT	PW15.1b	PW15	PW15.1b	PW15.1b:LP-DIR-T	hargrave 2014-05-16 11:57:17	LT-T-Z:LP-DIR-T	pmagpy-2.233	1.9	320.8		g	41.4	1.88e-05	14	1	273	4.79e-07	3.94e-07	1.45e-07	0	0	793.0
This study	This study	UMK_BOT	PW15.1b	PW15	PW15.1b	PW15.1b:LP-DIR-T	hargrave 2014-06-03 13:50:31	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.5	317.7		g	40.9	1.67e-05	15	1	273	5.40e-07	4.83e-07	1.21e-07	0	0	813.0
This study	This study	UMK_BOT	PW15.1b	PW15	PW15.1b	PW15.1b:LP-DIR-T	hargrave 2014-06-10 16:09:37	LT-T-Z:LP-DIR-T	pmagpy-2.233	3.5	317.2		g	40.8	1.46e-05	16	1	273	6.39e-07	6.09e-07	9.91e-08	0	0	823.0
This study	This study	UMK_BOT	PW15.1b	PW15	PW15.1b	PW15.1b:LP-DIR-T	hargrave 2014-06-18 12:59:17	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.3	316.7		g	39.9	1.15e-05	17	1	273	3.33e-07	3.24e-07	7.63e-08	0	0	833.0
This study	This study	UMK_BOT	PW15.1b	PW15	PW15.1b	PW15.1b:LP-DIR-T	hargrave 2014-06-25 16:32:17	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.3	309.0		g	36.0	4.06e-06	18	1	273	1.32e-07	9.27e-08	3.06e-08	0	0	838.0
This study	This study	UMK_BOT	PW15.1b	PW15	PW15.1b	PW15.1b:LP-DIR-T	hargrave 2014-07-01 12:29:41	LT-T-Z:LP-DIR-T	pmagpy-2.233	3.2	306.7		g	34.4	2.17e-06	19	1	273	9.33e-08	7.85e-08	1.40e-08	0	0	841.0
This study	This study	UMK_BOT	PW15.1b	PW15	PW15.1b	PW15.1b:LP-DIR-T	hargrave 2014-07-03 11:04:37	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.1	306.3		g	34.0	1.53e-06	20	1	273	4.77e-08	3.10e-08	1.04e-08	0	0	844.0
This study	This study	UMK_BOT	PW15.1b	PW15	PW15.1b	PW15.1b:LP-DIR-T	hargrave 2014-07-08 09:35:58	LT-T-Z:LP-DIR-T	pmagpy-2.233	0.8	319.0		g	38.8	5.86e-07	21	1	273	6.24e-09	6.17e-09	3.42e-09	0	0	847.0
This study	This study	UMK_BOT	PW15.1b	PW15	PW15.1b	PW15.1b:LP-DIR-T	hargrave 2014-07-10 12:05:53	LT-T-Z:LP-DIR-T	pmagpy-2.233	3.5	321.2		g	40.0	3.83e-07	22	1	273	1.63e-08	1.68e-08	2.20e-09	0	0	850.0
This study	This study	UMK_BOT	PW15.2b	PW15	PW15.2b	PW15.2b:LP-DIR-T	hargrave 2014-02-28 15:21:15	LT-NO:DE-VM:LP-DIR-T	pmagpy-2.233	99.2	233.5	average of multiple measurements	g	12.8	2.035e-04	1	3.0	273	8.28e-06	8.95e-06	1.76e-06	0	0	273
This study	This study	UMK_BOT	PW15.2b	PW15	PW15.2b	PW15.2b:LP-DIR-T	hargrave 2014-03-07 13:42:19	LT-T-Z:LP-DIR-T	pmagpy-2.233	6.1	230.9		g	20.2	1.21e-04	2	1	273	9.40e-06	1.03e-05	1.92e-06	0	0	323.0
This study	This study	UMK_BOT	PW15.2b	PW15	PW15.2b	PW15.2b:LP-DIR-T	hargrave 2014-03-11 18:17:13	LT-T-Z:LP-DIR-T	pmagpy-2.233	6.1	230.2		g	20.0	1.19e-04	3	1	273	8.93e-06	1.03e-05	2.27e-06	0	0	373.0
This study	This study	UMK_BOT	PW15.2b	PW15	PW15.2b	PW15.2b:LP-DIR-T	hargrave 2014-03-17 16:36:22	LT-T-Z:LP-DIR-T	pmagpy-2.233	7.1	232.4		g	19.6	1.19e-04	4	1	273	1.09e-05	1.20e-05	2.82e-06	0	0	423.0
