tab 	magic_measurements
er_citation_name	er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_csd	measurement_dec	measurement_description	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_positions	measurement_temp	measurement_x_sd	measurement_y_sd	measurement_z_sd	treatment_ac_field	treatment_dc_field	treatment_temp
This study	This study	UMK_BOT	PW6.1b	PW6	PW6.1b	PW6.1b:LP-DIR-T	hargrave 2014-02-25 16:26:19	LT-NO:DE-VM:LP-DIR-T	pmagpy-2.233	114.6	300.7	average of multiple measurements	g	-42.7	6.111e-06	1	2.0	273	1.10e-07	3.77e-08	3.16e-08	0	0	273
This study	This study	UMK_BOT	PW6.1b	PW6	PW6.1b	PW6.1b:LP-DIR-T	hargrave 2014-03-04 18:00:56	LT-T-Z:LP-DIR-T	pmagpy-2.233	0.6	284.0		g	-42.6	3.49e-06	2	1	273	2.84e-08	1.73e-08	3.02e-08	0	0	323.0
This study	This study	UMK_BOT	PW6.1b	PW6	PW6.1b	PW6.1b:LP-DIR-T	hargrave 2014-03-11 17:12:09	LT-T-Z:LP-DIR-T	pmagpy-2.233	0.7	282.4		g	-42.7	3.43e-06	3	1	273	3.68e-08	1.93e-08	2.90e-08	0	0	373.0
This study	This study	UMK_BOT	PW6.1b	PW6	PW6.1b	PW6.1b:LP-DIR-T	hargrave 2014-03-17 13:56:29	LT-T-Z:LP-DIR-T	pmagpy-2.233	0.6	281.9		g	-42.6	3.36e-06	4	1	273	3.01e-08	1.62e-08	2.64e-08	0	0	423.0
This study	This study	UMK_BOT	PW6.1b	PW6	PW6.1b	PW6.1b:LP-DIR-T	hargrave 2014-03-28 13:52:47	LT-T-Z:LP-DIR-T	pmagpy-2.233	0.9	280.5		g	-42.6	3.30e-06	5	1	273	4.64e-08	2.07e-08	2.77e-08	0	0	473.0
This study	This study	UMK_BOT	PW6.1b	PW6	PW6.1b	PW6.1b:LP-DIR-T	hargrave 2014-04-01 14:46:13	LT-T-Z:LP-DIR-T	pmagpy-2.233	0.4	279.5		g	-42.3	3.22e-06	6	1	273	1.91e-08	1.67e-08	2.38e-08	0	0	523.0
This study	This study	UMK_BOT	PW6.1b	PW6	PW6.1b	PW6.1b:LP-DIR-T	hargrave 2014-04-07 13:57:28	LT-T-Z:LP-DIR-T	pmagpy-2.233	0.8	278.0		g	-42.5	3.14e-06	7	1	273	4.03e-08	1.53e-08	2.62e-08	0	0	573.0
This study	This study	UMK_BOT	PW6.1b	PW6	PW6.1b	PW6.1b:LP-DIR-T	hargrave 2014-04-15 16:36:33	LT-T-Z:LP-DIR-T	pmagpy-2.233	0.5	276.0		g	-42.2	3.06e-06	8	1	273	1.76e-08	2.21e-08	2.73e-08	0	0	623.0
This study	This study	UMK_BOT	PW6.1b	PW6	PW6.1b	PW6.1b:LP-DIR-T	hargrave 2014-04-24 11:24:07	LT-T-Z:LP-DIR-T	pmagpy-2.233	0.8	271.5		g	-42.0	2.92e-06	9	1	273	3.41e-08	2.25e-08	2.23e-08	0	0	673.0
This study	This study	UMK_BOT	PW6.1b	PW6	PW6.1b	PW6.1b:LP-DIR-T	hargrave 2014-04-29 14:53:00	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.2	268.4		g	-40.0	2.89e-06	10	1	273	1.05e-07	2.54e-08	2.37e-08	0	0	698.0
