tab 	magic_measurements
er_citation_name	er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_csd	measurement_dec	measurement_description	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_positions	measurement_temp	measurement_x_sd	measurement_y_sd	measurement_z_sd	treatment_ac_field	treatment_dc_field	treatment_temp
This study	This study	UMK_BOT	PW38.1b	PW38	PW38.1b	PW38.1b:LP-DIR-T	hargrave 2014-03-04 14:16:53	LT-NO:DE-VM:LP-DIR-T	pmagpy-2.233	114.5	320.6	average of multiple measurements	g	-37.2	4.380e-05	1	2.0	273	4.77e-07	7.09e-07	1.91e-07	0	0	273
This study	This study	UMK_BOT	PW38.1b	PW38	PW38.1b	PW38.1b:LP-DIR-T	hargrave 2014-03-11 12:57:41	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.1	320.6		g	-38.0	2.19e-05	2	1	273	4.92e-07	6.16e-07	1.84e-07	0	0	323.0
This study	This study	UMK_BOT	PW38.1b	PW38	PW38.1b	PW38.1b:LP-DIR-T	hargrave 2014-03-14 18:26:48	LT-T-Z:LP-DIR-T	pmagpy-2.233	4.1	319.2		g	-38.3	2.16e-05	3	1	273	9.04e-07	1.24e-06	1.85e-07	0	0	373.0
This study	This study	UMK_BOT	PW38.1b	PW38	PW38.1b	PW38.1b:LP-DIR-T	hargrave 2014-03-18 16:59:23	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.9	319.4		g	-38.3	2.13e-05	4	1	273	5.78e-07	9.21e-07	1.87e-07	0	0	423.0
This study	This study	UMK_BOT	PW38.1b	PW38	PW38.1b	PW38.1b:LP-DIR-T	hargrave 2014-04-01 13:31:47	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.1	321.1		g	-38.3	2.09e-05	5	1	273	3.57e-07	6.49e-07	1.79e-07	0	0	473.0
This study	This study	UMK_BOT	PW38.1b	PW38	PW38.1b	PW38.1b:LP-DIR-T	hargrave 2014-04-07 12:44:55	LT-T-Z:LP-DIR-T	pmagpy-2.233	4.6	320.7		g	-38.7	2.00e-05	6	1	273	9.19e-07	1.33e-06	1.56e-07	0	0	523.0
This study	This study	UMK_BOT	PW38.1b	PW38	PW38.1b	PW38.1b:LP-DIR-T	hargrave 2014-04-15 15:23:44	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.6	320.1		g	-38.8	1.88e-05	7	1	273	4.41e-07	7.39e-07	1.62e-07	0	0	573.0
This study	This study	UMK_BOT	PW38.1b	PW38	PW38.1b	PW38.1b:LP-DIR-T	hargrave 2014-04-22 15:13:18	LT-T-Z:LP-DIR-T	pmagpy-2.233	3.5	318.8		g	-38.8	1.83e-05	8	1	273	7.01e-07	8.52e-07	1.30e-07	0	0	623.0
This study	This study	UMK_BOT	PW38.1b	PW38	PW38.1b	PW38.1b:LP-DIR-T	hargrave 2014-04-29 13:37:23	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.8	318.9		g	-38.7	1.75e-05	9	1	273	4.59e-07	6.99e-07	1.53e-07	0	0	673.0
This study	This study	UMK_BOT	PW38.1b	PW38	PW38.1b	PW38.1b:LP-DIR-T	hargrave 2014-04-30 16:35:01	LT-T-Z:LP-DIR-T	pmagpy-2.233	4.0	318.5		g	-38.9	1.67e-05	10	1	273	7.29e-07	8.95e-07	1.25e-07	0	0	698.0
This study	This study	UMK_BOT	PW38.1b	PW38	PW38.1b	PW38.1b:LP-DIR-T	hargrave 2014-05-04 13:19:29	LT-T-Z:LP-DIR-T	pmagpy-2.233	1.8	320.8		g	-38.8	1.63e-05	11	1	273	2.29e-07	4.46e-07	1.42e-07	0	0	723.0
This study	This study	UMK_BOT	PW38.1b	PW38	PW38.1b	PW38.1b:LP-DIR-T	hargrave 2014-05-06 15:49:45	LT-T-Z:LP-DIR-T	pmagpy-2.233	3.5	319.8		g	-39.0	1.50e-05	12	1	273	5.04e-07	7.70e-07	1.34e-07	0	0	748.0
This study	This study	UMK_BOT	PW38.1b	PW38	PW38.1b	PW38.1b:LP-DIR-T	hargrave 2014-05-15 20:01:42	LT-T-Z:LP-DIR-T	pmagpy-2.233	3.3	319.9		g	-39.1	1.37e-05	13	1	273	4.26e-07	6.50e-07	1.17e-07	0	0	773.0
This study	This study	UMK_BOT	PW38.1b	PW38	PW38.1b	PW38.1b:LP-DIR-T	hargrave 2014-05-29 16:23:16	LT-T-Z:LP-DIR-T	pmagpy-2.233	3.2	318.7		g	-39.3	1.15e-05	14	1	273	3.65e-07	5.26e-07	9.28e-08	0	0	793.0
This study	This study	UMK_BOT	PW38.1b	PW38	PW38.1b	PW38.1b:LP-DIR-T	hargrave 2014-06-09 17:44:10	LT-T-Z:LP-DIR-T	pmagpy-2.233	1.6	317.8		g	-38.7	8.60e-06	15	1	273	1.40e-07	1.97e-07	6.34e-08	0	0	813.0
This study	This study	UMK_BOT	PW38.1b	PW38	PW38.1b	PW38.1b:LP-DIR-T	hargrave 2014-06-17 12:22:07	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.9	315.9		g	-38.9	4.91e-06	16	1	273	1.43e-07	2.05e-07	4.13e-08	0	0	823.0
This study	This study	UMK_BOT	PW38.1b	PW38	PW38.1b	PW38.1b:LP-DIR-T	hargrave 2014-06-24 18:14:59	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.7	307.4		g	-38.3	1.07e-06	17	1	273	3.74e-08	3.21e-08	7.07e-09	0	0	833.0
This study	This study	UMK_BOT	PW38.1b	PW38	PW38.1b	PW38.1b:LP-DIR-T	hargrave 2014-06-30 15:02:46	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.6	302.0		g	-37.5	8.43e-07	18	1	273	3.02e-08	2.40e-08	6.99e-09	0	0	836.0
This study	This study	UMK_BOT	PW38.1b	PW38	PW38.1b	PW38.1b:LP-DIR-T	hargrave 2014-07-02 12:21:10	LT-T-Z:LP-DIR-T	pmagpy-2.233	3.1	301.9		g	-37.6	6.75e-07	19	1	273	2.93e-08	2.17e-08	5.47e-09	0	0	839.0
This study	This study	UMK_BOT	PW38.1b	PW38	PW38.1b	PW38.1b:LP-DIR-T	hargrave 2014-07-07 13:51:29	LT-T-Z:LP-DIR-T	pmagpy-2.233	3.1	296.4		g	-37.5	3.70e-07	20	1	273	1.59e-08	1.18e-08	3.93e-09	0	0	842.0
This study	This study	UMK_BOT	PW38.1b	PW38	PW38.1b	PW38.1b:LP-DIR-T	hargrave 2014-07-09 11:19:43	LT-T-Z:LP-DIR-T	pmagpy-2.233	3.2	293.9		g	-37.6	1.61e-07	21	1	273	7.66e-09	4.23e-09	2.29e-09	0	0	845.0
This study	This study	UMK_BOT	PW38.1b	PW38	PW38.1b	PW38.1b:LP-DIR-T	hargrave 2014-07-14 17:11:51	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.6	296.0		g	-33.7	1.51e-07	22	1	273	5.62e-09	3.86e-09	1.42e-09	0	0	848.0
This study	This study	UMK_BOT	PW38.1b	PW38	PW38.1b	PW38.1b:LP-DIR-T	hargrave 2014-08-04 17:30:20	LT-T-Z:LP-DIR-T	pmagpy-2.233	4.2	291.2		g	-35.8	1.40e-07	23	1	273	9.00e-09	4.47e-09	1.80e-09	0	0	851.0
This study	This study	UMK_BOT	PW38.2b	PW38	PW38.2b	PW38.2b:LP-DIR-T	hargrave 2014-03-04 14:18:51	LT-NO:DE-VM:LP-DIR-T	pmagpy-2.233	114.5	336.3	average of multiple measurements	g	-16.5	4.514e-05	1	2.0	273	6.44e-07	1.41e-06	2.02e-07	0	0	273
This study	This study	UMK_BOT	PW38.2b	PW38	PW38.2b	PW38.2b:LP-DIR-T	hargrave 2014-03-11 12:59:16	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.5	335.7		g	-16.1	2.23e-05	2	1	273	3.75e-07	8.61e-07	1.99e-07	0	0	323.0
This study	This study	UMK_BOT	PW38.2b	PW38	PW38.2b	PW38.2b:LP-DIR-T	hargrave 2014-03-14 18:28:20	LT-T-Z:LP-DIR-T	pmagpy-2.233	4.1	335.9		g	-16.1	2.20e-05	3	1	273	5.89e-07	1.44e-06	1.82e-07	0	0	373.0
This study	This study	UMK_BOT	PW38.2b	PW38	PW38.2b	PW38.2b:LP-DIR-T	hargrave 2014-03-18 17:00:52	LT-T-Z:LP-DIR-T	pmagpy-2.233	4.1	335.4		g	-16.1	2.16e-05	4	1	273	5.96e-07	1.43e-06	1.66e-07	0	0	423.0
