tab 	magic_measurements
er_citation_name	er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_csd	measurement_dec	measurement_description	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_positions	measurement_temp	measurement_x_sd	measurement_y_sd	measurement_z_sd	treatment_ac_field	treatment_dc_field	treatment_temp
This study	This study	Botswana	PW28.1b	PW28	PW28.1b	PW28.1b:LP-DIR-T	hargrave 2014-02-21 19:24:44	LT-NO:LP-DIR-T	pmagpy-2.235	2.1	105.9		g	47.6	7.34e-06	1	1	273	2.59e-07	8.17e-08	4.89e-08	0	0	273
This study	This study	Botswana	PW28.1b	PW28	PW28.1b	PW28.1b:LP-DIR-T	hargrave 2014-03-04 12:54:32	LT-NO:LP-DIR-T	pmagpy-2.235	1.9	097.7		g	41.6	2.73e-06	2	1	273	8.65e-08	1.99e-08	1.96e-08	0	0	273
This study	This study	Botswana	PW28.1b	PW28	PW28.1b	PW28.1b:LP-DIR-T	hargrave 2014-03-07 16:51:05	LT-T-Z:LP-DIR-T	pmagpy-2.235	3.4	098.9		g	41.6	2.72e-06	3	1	273	1.57e-07	3.31e-08	1.92e-08	0	0	323.0
This study	This study	Botswana	PW28.1b	PW28	PW28.1b	PW28.1b:LP-DIR-T	hargrave 2014-03-14 14:06:35	LT-T-Z:LP-DIR-T	pmagpy-2.235	2.1	098.2		g	41.3	2.69e-06	4	1	273	9.26e-08	2.57e-08	2.28e-08	0	0	373.0
This study	This study	Botswana	PW28.1b	PW28	PW28.1b	PW28.1b:LP-DIR-T	hargrave 2014-03-18 14:25:09	LT-T-Z:LP-DIR-T	pmagpy-2.235	3.7	098.2		g	41.0	2.63e-06	5	1	273	1.63e-07	4.98e-08	2.46e-08	0	0	423.0
This study	This study	Botswana	PW28.1b	PW28	PW28.1b	PW28.1b:LP-DIR-T	hargrave 2014-03-31 12:00:08	LT-T-Z:LP-DIR-T	pmagpy-2.235	7.5	092.5		g	40.8	2.55e-06	6	1	273	3.35e-07	3.07e-08	2.36e-08	0	0	473.0
This study	This study	Botswana	PW28.1b	PW28	PW28.1b	PW28.1b:LP-DIR-T	hargrave 2014-04-02 13:53:58	LT-T-Z:LP-DIR-T	pmagpy-2.235	4.1	096.1		g	41.2	2.47e-06	7	1	273	1.73e-07	2.78e-08	1.63e-08	0	0	523.0
This study	This study	Botswana	PW28.1b	PW28	PW28.1b	PW28.1b:LP-DIR-T	hargrave 2014-04-15 12:00:36	LT-T-Z:LP-DIR-T	pmagpy-2.235	3.3	096.0		g	40.1	2.38e-06	8	1	273	1.32e-07	3.33e-08	1.94e-08	0	0	573.0
This study	This study	Botswana	PW28.1b	PW28	PW28.1b	PW28.1b:LP-DIR-T	hargrave 2014-04-22 13:49:33	LT-T-Z:LP-DIR-T	pmagpy-2.235	1.2	094.8		g	38.9	2.17e-06	9	1	273	4.28e-08	1.32e-08	1.57e-08	0	0	623.0
This study	This study	Botswana	PW28.1b	PW28	PW28.1b	PW28.1b:LP-DIR-T	hargrave 2014-04-28 10:55:29	LT-T-Z:LP-DIR-T	pmagpy-2.235	3.0	094.9		g	38.2	2.02e-06	10	1	273	1.02e-07	1.84e-08	1.47e-08	0	0	673.0
