tab 	magic_measurements
er_citation_name	er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_csd	measurement_dec	measurement_description	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_positions	measurement_temp	measurement_x_sd	measurement_y_sd	measurement_z_sd	treatment_ac_field	treatment_dc_field	treatment_temp
This study	This study	UMK_BOT	PW23.1b	PW23	PW23.1b	PW23.1b:LP-DIR-T	hargrave 2014-02-28 16:11:06	LT-NO:DE-VM:LP-DIR-T	pmagpy-2.233	114.6	192.5	average of multiple measurements	g	-54.3	5.955e-08	1	2.0	273	8.64e-10	1.97e-09	3.77e-10	0	0	273
This study	This study	UMK_BOT	PW23.1b	PW23	PW23.1b	PW23.1b:LP-DIR-T	hargrave 2014-03-07 14:32:08	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.2	192.6		g	-54.3	5.41e-08	2	1	273	6.86e-10	1.99e-09	3.81e-10	0	0	323.0
This study	This study	UMK_BOT	PW23.1b	PW23	PW23.1b	PW23.1b:LP-DIR-T	hargrave 2014-03-14 13:14:38	LT-T-Z:LP-DIR-T	pmagpy-2.233	3.5	190.4		g	-53.2	5.32e-08	3	1	273	6.44e-10	3.16e-09	2.82e-10	0	0	373.0
This study	This study	UMK_BOT	PW23.1b	PW23	PW23.1b	PW23.1b:LP-DIR-T	hargrave 2014-03-17 17:29:08	LT-T-Z:LP-DIR-T	pmagpy-2.233	4.2	189.4		g	-52.1	5.16e-08	4	1	273	7.73e-10	3.68e-09	3.39e-10	0	0	423.0
This study	This study	UMK_BOT	PW23.1b	PW23	PW23.1b	PW23.1b:LP-DIR-T	hargrave 2014-03-31 11:08:41	LT-T-Z:LP-DIR-T	pmagpy-2.233	1.7	185.0		g	-51.7	4.94e-08	5	1	273	3.11e-10	1.40e-09	4.10e-10	0	0	473.0
This study	This study	UMK_BOT	PW23.1b	PW23	PW23.1b	PW23.1b:LP-DIR-T	hargrave 2014-04-02 13:01:20	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.6	185.1		g	-51.1	4.55e-08	6	1	273	2.57e-10	2.09e-09	3.40e-10	0	0	523.0
This study	This study	UMK_BOT	PW23.1b	PW23	PW23.1b	PW23.1b:LP-DIR-T	hargrave 2014-04-10 15:19:16	LT-T-Z:DE-VM:LP-DIR-T	pmagpy-2.233	114.5	201.2	average of multiple measurements	b	85.8	2.974e-05	7	2.0	273	5.16e-10	1.70e-09	3.49e-10	0	0	573.0
This study	This study	UMK_BOT	PW23.1b	PW23	PW23.1b	PW23.1b:LP-DIR-T	hargrave 2014-04-18 15:27:11	LT-T-Z:LP-DIR-T	pmagpy-2.233	3.0	179.1		g	-48.9	2.94e-08	8	1	273	3.71e-10	1.53e-09	2.46e-10	0	0	623.0
This study	This study	UMK_BOT	PW23.1b	PW23	PW23.1b	PW23.1b:LP-DIR-T	hargrave 2014-04-25 17:37:08	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.5	174.1		g	-46.4	2.52e-08	9	1	273	2.90e-10	1.07e-09	1.75e-10	0	0	673.0
This study	This study	UMK_BOT	PW23.1b	PW23	PW23.1b	PW23.1b:LP-DIR-T	hargrave 2014-04-29 20:12:27	LT-T-Z:LP-DIR-T	pmagpy-2.233	5.1	169.9		g	-45.3	2.13e-08	10	1	273	6.58e-10	1.85e-09	2.44e-10	0	0	698.0
This study	This study	UMK_BOT	PW23.1b	PW23	PW23.1b	PW23.1b:LP-DIR-T	hargrave 2014-05-02 17:46:47	LT-T-Z:LP-DIR-T	pmagpy-2.233	4.8	167.1		g	-45.0	1.94e-08	11	1	273	3.47e-10	1.59e-09	1.44e-10	0	0	723.0
This study	This study	UMK_BOT	PW23.1b	PW23	PW23.1b	PW23.1b:LP-DIR-T	hargrave 2014-05-04 17:52:37	LT-T-Z:LP-DIR-T	pmagpy-2.233	3.1	162.1		g	-41.6	1.61e-08	12	1	273	6.34e-10	7.86e-10	2.21e-10	0	0	748.0
This study	This study	UMK_BOT	PW23.1b	PW23	PW23.1b	PW23.1b:LP-DIR-T	hargrave 2014-05-07 18:26:38	LT-T-Z:LP-DIR-T	pmagpy-2.233	4.3	161.8		g	-39.2	1.32e-08	13	1	273	4.23e-10	9.77e-10	1.70e-10	0	0	773.0
This study	This study	UMK_BOT	PW23.1b	PW23	PW23.1b	PW23.1b:LP-DIR-T	hargrave 2014-05-27 15:11:31	LT-T-Z:LP-DIR-T	pmagpy-2.233	4.3	155.2		g	-33.0	8.94e-09	14	1	273	3.71e-10	6.11e-10	6.90e-11	0	0	793.0
This study	This study	UMK_BOT	PW23.1b	PW23	PW23.1b	PW23.1b:LP-DIR-T	hargrave 2014-06-03 17:02:39	LT-T-Z:LP-DIR-T	pmagpy-2.233	3.4	142.2		g	-18.4	3.44e-09	15	1	273	1.08e-10	1.69e-10	4.98e-11	0	0	813.0
This study	This study	UMK_BOT	PW23.1b	PW23	PW23.1b	PW23.1b:LP-DIR-T	hargrave 2014-06-13 11:09:52	LT-T-Z:DE-VM:LP-DIR-T	pmagpy-2.233	114.6	161.4	average of multiple measurements	g	7.5	1.276e-09	16	2.0	273	5.46e-11	1.92e-10	2.55e-11	0	0	823.0
This study	This study	UMK_BOT	PW23.1b	PW23	PW23.1b	PW23.1b:LP-DIR-T	hargrave 2014-06-18 15:31:58	LT-T-Z:LP-DIR-T	pmagpy-2.233	3.0	142.3		g	45.2	1.56e-09	17	1	273	4.24e-11	6.99e-11	4.75e-11	0	0	833.0
This study	This study	UMK_BOT	PW23.1b	PW23	PW23.1b	PW23.1b:LP-DIR-T	hargrave 2014-06-25 12:42:11	LT-T-Z:LP-DIR-T	pmagpy-2.233	4.7	073.2		g	-16.3	8.94e-10	18	1	273	6.42e-11	4.19e-11	1.70e-11	0	0	836.0
This study	This study	UMK_BOT	PW23.1b	PW23	PW23.1b	PW23.1b:LP-DIR-T	hargrave 2014-07-01 16:03:23	LT-T-Z:LP-DIR-T	pmagpy-2.233	3.8	034.5		g	-11.6	1.28e-09	19	1	273	2.28e-11	9.21e-11	3.30e-11	0	0	839.0
This study	This study	UMK_BOT	PW23.1b	PW23	PW23.1b	PW23.1b:LP-DIR-T	hargrave 2014-07-03 14:15:58	LT-T-Z:LP-DIR-T	pmagpy-2.233	5.1	067.8		g	-19.0	3.45e-09	20	1	273	2.81e-10	1.32e-10	4.99e-11	0	0	842.0
This study	This study	UMK_BOT	PW23.1b	PW23	PW23.1b	PW23.1b:LP-DIR-T	hargrave 2014-07-08 12:30:15	LT-T-Z:LP-DIR-T	pmagpy-2.233	6.5	241.0		g	22.5	2.19e-09	21	1	273	2.18e-10	9.52e-11	9.78e-11	0	0	845.0
This study	This study	UMK_BOT	PW23.2b	PW23	PW23.2b	PW23.2b:LP-DIR-T	hargrave 2014-02-28 16:12:40	LT-NO:DE-VM:LP-DIR-T	pmagpy-2.233	114.6	204.5	average of multiple measurements	g	-21.5	2.712e-07	1	2.0	273	6.19e-09	1.49e-08	2.72e-09	0	0	273
