tab 	magic_measurements
er_citation_name	er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_csd	measurement_dec	measurement_description	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_positions	measurement_temp	measurement_x_sd	measurement_y_sd	measurement_z_sd	treatment_ac_field	treatment_dc_field	treatment_temp
This study	This study	UMK_BOT	PW19.10b	PW19	PW19.10b	PW19.10b:LP-DIR-T	hargrave 2014-02-28 15:49:28	LT-NO:DE-VM:LP-DIR-T	pmagpy-2.233	114.6	136.2	average of multiple measurements	g	19.1	1.494e-07	1	2.0	273	3.73e-09	4.33e-09	1.14e-09	0	0	273
This study	This study	UMK_BOT	PW19.10b	PW19	PW19.10b	PW19.10b:LP-DIR-T	hargrave 2014-03-07 14:10:33	LT-T-Z:LP-DIR-T	pmagpy-2.233	6.1	135.0		g	18.4	1.26e-07	2	1	273	9.16e-09	9.70e-09	1.12e-09	0	0	323.0
This study	This study	UMK_BOT	PW19.10b	PW19	PW19.10b	PW19.10b:LP-DIR-T	hargrave 2014-03-14 12:53:04	LT-T-Z:LP-DIR-T	pmagpy-2.233	4.2	134.5		g	18.2	1.25e-07	3	1	273	6.26e-09	6.76e-09	1.14e-09	0	0	373.0
This study	This study	UMK_BOT	PW19.10b	PW19	PW19.10b	PW19.10b:LP-DIR-T	hargrave 2014-03-17 17:02:39	LT-T-Z:LP-DIR-T	pmagpy-2.233	4.5	135.5		g	18.1	1.21e-07	4	1	273	6.23e-09	7.19e-09	1.23e-09	0	0	423.0
This study	This study	UMK_BOT	PW19.10b	PW19	PW19.10b	PW19.10b:LP-DIR-T	hargrave 2014-03-31 10:46:08	LT-T-Z:LP-DIR-T	pmagpy-2.233	1.1	131.3		g	17.8	1.17e-07	5	1	273	1.33e-09	1.56e-09	9.41e-10	0	0	473.0
This study	This study	UMK_BOT	PW19.10b	PW19	PW19.10b	PW19.10b:LP-DIR-T	hargrave 2014-04-01 19:08:13	LT-T-Z:LP-DIR-T	pmagpy-2.233	1.8	132.4		g	17.9	1.10e-07	6	1	273	2.22e-09	2.50e-09	1.18e-09	0	0	523.0
This study	This study	UMK_BOT	PW19.10b	PW19	PW19.10b	PW19.10b:LP-DIR-T	hargrave 2014-04-10 14:55:20	LT-T-Z:DE-VM:LP-DIR-T	pmagpy-2.233	114.5	45.5	average of multiple measurements	b	0.0	1.160e-04	7	2.0	273	3.95e-09	3.82e-09	8.91e-10	0	0	573.0
This study	This study	UMK_BOT	PW19.10b	PW19	PW19.10b	PW19.10b:LP-DIR-T	hargrave 2014-04-18 15:02:45	LT-T-Z:LP-DIR-T	pmagpy-2.233	3.2	130.0		g	17.8	9.36e-08	8	1	273	3.75e-09	3.59e-09	9.26e-10	0	0	623.0
This study	This study	UMK_BOT	PW19.10b	PW19	PW19.10b	PW19.10b:LP-DIR-T	hargrave 2014-04-25 14:29:06	LT-T-Z:LP-DIR-T	pmagpy-2.233	3.2	130.8		g	18.0	7.92e-08	9	1	273	3.17e-09	3.20e-09	6.89e-10	0	0	673.0
This study	This study	UMK_BOT	PW19.10b	PW19	PW19.10b	PW19.10b:LP-DIR-T	hargrave 2014-04-29 19:47:58	LT-T-Z:LP-DIR-T	pmagpy-2.233	4.6	131.8		g	18.3	7.07e-08	10	1	273	4.02e-09	4.04e-09	7.49e-10	0	0	698.0
This study	This study	UMK_BOT	PW19.10b	PW19	PW19.10b	PW19.10b:LP-DIR-T	hargrave 2014-05-02 14:53:35	LT-T-Z:LP-DIR-T	pmagpy-2.233	5.0	131.7		g	18.6	6.40e-08	11	1	273	3.96e-09	3.85e-09	6.92e-10	0	0	723.0
This study	This study	UMK_BOT	PW19.10b	PW19	PW19.10b	PW19.10b:LP-DIR-T	hargrave 2014-05-04 17:28:47	LT-T-Z:LP-DIR-T	pmagpy-2.233	1.0	130.1		g	18.2	5.98e-08	12	1	273	7.18e-10	6.33e-10	6.94e-10	0	0	748.0
This study	This study	UMK_BOT	PW19.10b	PW19	PW19.10b	PW19.10b:LP-DIR-T	hargrave 2014-05-07 12:47:37	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.6	132.3		g	19.0	5.65e-08	13	1	273	1.77e-09	1.90e-09	4.54e-10	0	0	773.0
This study	This study	UMK_BOT	PW19.10b	PW19	PW19.10b	PW19.10b:LP-DIR-T	hargrave 2014-05-27 14:48:32	LT-T-Z:LP-DIR-T	pmagpy-2.233	4.0	127.8		g	19.9	5.25e-08	14	1	273	2.79e-09	2.30e-09	5.73e-10	0	0	793.0
This study	This study	UMK_BOT	PW19.10b	PW19	PW19.10b	PW19.10b:LP-DIR-T	hargrave 2014-06-03 14:20:00	LT-T-Z:LP-DIR-T	pmagpy-2.233	3.9	135.0		g	18.9	4.84e-08	15	1	273	2.17e-09	2.43e-09	5.42e-10	0	0	813.0
