tab 	magic_measurements
er_citation_name	er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_csd	measurement_dec	measurement_description	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_positions	measurement_temp	measurement_x_sd	measurement_y_sd	measurement_z_sd	treatment_ac_field	treatment_dc_field	treatment_temp
This study	This study	UMK_BOT	PW13.1b	PW13	PW13.1b	PW13.1b:LP-DIR-T	hargrave 2014-02-28 15:10:07	LT-NO:DE-VM:LP-DIR-T	pmagpy-2.233	114.6	128.3	average of multiple measurements	g	61.4	1.957e-05	1	2.0	273	9.97e-08	6.77e-08	4.17e-08	0	0	273
This study	This study	UMK_BOT	PW13.1b	PW13	PW13.1b	PW13.1b:LP-DIR-T	hargrave 2014-03-07 13:31:09	LT-T-Z:LP-DIR-T	pmagpy-2.233	1.1	119.1		g	65.0	1.01e-05	2	1	273	1.57e-07	1.06e-07	3.19e-08	0	0	323.0
This study	This study	UMK_BOT	PW13.1b	PW13	PW13.1b	PW13.1b:LP-DIR-T	hargrave 2014-03-11 18:04:12	LT-T-Z:LP-DIR-T	pmagpy-2.233	1.3	119.6		g	65.0	9.93e-06	3	1	273	2.01e-07	9.53e-08	3.00e-08	0	0	373.0
This study	This study	UMK_BOT	PW13.1b	PW13	PW13.1b	PW13.1b:LP-DIR-T	hargrave 2014-03-17 14:49:18	LT-T-Z:LP-DIR-T	pmagpy-2.233	1.6	118.4		g	65.2	9.63e-06	4	1	273	2.44e-07	1.21e-07	3.13e-08	0	0	423.0
This study	This study	UMK_BOT	PW13.1b	PW13	PW13.1b	PW13.1b:LP-DIR-T	hargrave 2014-03-28 14:45:10	LT-T-Z:LP-DIR-T	pmagpy-2.233	1.0	117.6		g	65.7	9.35e-06	5	1	273	1.54e-07	5.95e-08	2.42e-08	0	0	473.0
This study	This study	UMK_BOT	PW13.1b	PW13	PW13.1b	PW13.1b:LP-DIR-T	hargrave 2014-04-01 18:28:40	LT-T-Z:LP-DIR-T	pmagpy-2.233	0.5	118.5		g	66.1	8.81e-06	6	1	273	6.48e-08	5.64e-08	2.63e-08	0	0	523.0
This study	This study	UMK_BOT	PW13.1b	PW13	PW13.1b	PW13.1b:LP-DIR-T	hargrave 2014-04-09 12:02:23	LT-T-Z:LP-DIR-T	pmagpy-2.233	0.4	116.8		g	66.3	8.36e-06	7	1	273	6.32e-08	3.15e-08	5.62e-08	0	0	573.0
This study	This study	UMK_BOT	PW13.1b	PW13	PW13.1b	PW13.1b:LP-DIR-T	hargrave 2014-04-18 14:23:50	LT-T-Z:LP-DIR-T	pmagpy-2.233	0.5	115.2		g	67.4	7.57e-06	8	1	273	5.42e-08	3.20e-08	2.17e-08	0	0	623.0
This study	This study	UMK_BOT	PW13.1b	PW13	PW13.1b	PW13.1b:LP-DIR-T	hargrave 2014-04-25 13:49:44	LT-T-Z:LP-DIR-T	pmagpy-2.233	0.7	115.1		g	68.2	6.89e-06	9	1	273	7.45e-08	4.23e-08	1.75e-08	0	0	673.0
This study	This study	UMK_BOT	PW13.1b	PW13	PW13.1b	PW13.1b:LP-DIR-T	hargrave 2014-04-29 19:08:59	LT-T-Z:LP-DIR-T	pmagpy-2.233	0.4	114.2		g	68.8	6.42e-06	10	1	273	4.02e-08	3.45e-08	1.89e-08	0	0	698.0
This study	This study	UMK_BOT	PW13.1b	PW13	PW13.1b	PW13.1b:LP-DIR-T	hargrave 2014-05-02 12:35:52	LT-T-Z:LP-DIR-T	pmagpy-2.233	1.1	115.4		g	69.5	6.05e-06	11	1	273	1.06e-07	3.92e-08	9.36e-09	0	0	723.0
This study	This study	UMK_BOT	PW13.1b	PW13	PW13.1b	PW13.1b:LP-DIR-T	hargrave 2014-05-05 12:38:20	LT-T-Z:LP-DIR-T	pmagpy-2.233	0.4	115.9		g	70.1	5.67e-06	12	1	273	3.42e-08	2.54e-08	1.46e-08	0	0	748.0
This study	This study	UMK_BOT	PW13.1b	PW13	PW13.1b	PW13.1b:LP-DIR-T	hargrave 2014-05-07 11:07:00	LT-T-Z:LP-DIR-T	pmagpy-2.233	1.5	114.4		g	71.1	5.31e-06	13	1	273	1.26e-07	5.25e-08	6.77e-09	0	0	773.0
This study	This study	UMK_BOT	PW13.1b	PW13	PW13.1b	PW13.1b:LP-DIR-T	hargrave 2014-05-15 22:08:35	LT-T-Z:LP-DIR-T	pmagpy-2.233	1.2	112.0		g	72.0	4.95e-06	14	1	273	9.28e-08	3.98e-08	7.97e-09	0	0	793.0
This study	This study	UMK_BOT	PW13.1b	PW13	PW13.1b	PW13.1b:LP-DIR-T	hargrave 2014-06-03 13:39:06	LT-T-Z:LP-DIR-T	pmagpy-2.233	0.8	110.9		g	73.0	4.57e-06	15	1	273	6.31e-08	2.36e-08	1.52e-08	0	0	813.0
This study	This study	UMK_BOT	PW13.1b	PW13	PW13.1b	PW13.1b:LP-DIR-T	hargrave 2014-06-10 15:56:12	LT-T-Z:LP-DIR-T	pmagpy-2.233	0.7	109.4		g	74.0	4.26e-06	16	1	273	5.36e-08	8.50e-09	6.39e-09	0	0	823.0
