tab 	magic_measurements
er_citation_name	er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_csd	measurement_dec	measurement_description	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_positions	measurement_temp	measurement_x_sd	measurement_y_sd	measurement_z_sd	treatment_ac_field	treatment_dc_field	treatment_temp
This study	This study	UMK_BOT	PW22.1b	PW22	PW22.1b	PW22.1b:LP-DIR-T	hargrave 2014-02-28 16:02:04	LT-NO:DE-VM:LP-DIR-T	pmagpy-2.233	114.5	253.8	average of multiple measurements	g	46.3	5.959e-05	1	2.0	273	1.44e-06	3.63e-07	1.93e-07	0	0	273
This study	This study	UMK_BOT	PW22.1b	PW22	PW22.1b	PW22.1b:LP-DIR-T	hargrave 2014-03-07 14:23:07	LT-T-Z:LP-DIR-T	pmagpy-2.233	3.6	256.2		g	50.3	3.55e-05	2	1	273	2.14e-06	5.55e-07	1.96e-07	0	0	323.0
This study	This study	UMK_BOT	PW22.1b	PW22	PW22.1b	PW22.1b:LP-DIR-T	hargrave 2014-03-14 13:05:40	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.4	254.9		g	50.2	3.52e-05	3	1	273	1.42e-06	3.20e-07	2.25e-07	0	0	373.0
This study	This study	UMK_BOT	PW22.1b	PW22	PW22.1b	PW22.1b:LP-DIR-T	hargrave 2014-03-17 17:15:21	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.7	256.8		g	50.1	3.48e-05	4	1	273	1.59e-06	3.25e-07	2.73e-07	0	0	423.0
This study	This study	UMK_BOT	PW22.1b	PW22	PW22.1b	PW22.1b:LP-DIR-T	hargrave 2014-03-31 10:59:14	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.6	254.5		g	50.1	3.41e-05	5	1	273	1.53e-06	2.97e-07	2.49e-07	0	0	473.0
This study	This study	UMK_BOT	PW22.1b	PW22	PW22.1b	PW22.1b:LP-DIR-T	hargrave 2014-04-01 19:21:29	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.2	254.9		g	50.3	3.32e-05	6	1	273	1.26e-06	3.27e-07	1.94e-07	0	0	523.0
This study	This study	UMK_BOT	PW22.1b	PW22	PW22.1b	PW22.1b:LP-DIR-T	hargrave 2014-04-10 15:07:57	LT-T-Z:DE-VM:LP-DIR-T	pmagpy-2.233	114.5	154.9	average of multiple measurements	b	-65.8	1.246e-04	7	2.0	273	1.52e-06	3.44e-07	2.62e-07	0	0	573.0
This study	This study	UMK_BOT	PW22.1b	PW22	PW22.1b	PW22.1b:LP-DIR-T	hargrave 2014-04-18 15:15:51	LT-T-Z:LP-DIR-T	pmagpy-2.233	3.3	255.3		g	50.2	3.10e-05	8	1	273	1.75e-06	3.87e-07	2.34e-07	0	0	623.0
This study	This study	UMK_BOT	PW22.1b	PW22	PW22.1b	PW22.1b:LP-DIR-T	hargrave 2014-04-25 14:42:22	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.5	254.9		g	50.3	2.92e-05	9	1	273	1.22e-06	2.84e-07	1.72e-07	0	0	673.0
This study	This study	UMK_BOT	PW22.1b	PW22	PW22.1b	PW22.1b:LP-DIR-T	hargrave 2014-04-29 20:01:06	LT-T-Z:LP-DIR-T	pmagpy-2.233	3.5	255.4		g	50.2	2.80e-05	10	1	273	1.64e-06	3.83e-07	2.00e-07	0	0	698.0
This study	This study	UMK_BOT	PW22.1b	PW22	PW22.1b	PW22.1b:LP-DIR-T	hargrave 2014-05-02 15:06:17	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.8	254.5		g	50.1	2.66e-05	11	1	273	1.25e-06	2.87e-07	2.04e-07	0	0	723.0
This study	This study	UMK_BOT	PW22.1b	PW22	PW22.1b	PW22.1b:LP-DIR-T	hargrave 2014-05-04 17:41:30	LT-T-Z:LP-DIR-T	pmagpy-2.233	1.5	256.6		g	50.2	2.47e-05	12	1	273	6.18e-07	1.66e-07	1.58e-07	0	0	748.0
This study	This study	UMK_BOT	PW22.1b	PW22	PW22.1b	PW22.1b:LP-DIR-T	hargrave 2014-05-07 18:15:18	LT-T-Z:LP-DIR-T	pmagpy-2.233	1.6	254.8		g	50.0	2.27e-05	13	1	273	6.14e-07	1.10e-07	1.76e-07	0	0	773.0
This study	This study	UMK_BOT	PW22.1b	PW22	PW22.1b	PW22.1b:LP-DIR-T	hargrave 2014-05-27 15:00:02	LT-T-Z:LP-DIR-T	pmagpy-2.233	3.2	255.4		g	50.1	2.05e-05	14	1	273	1.12e-06	2.26e-07	1.39e-07	0	0	793.0
This study	This study	UMK_BOT	PW22.1b	PW22	PW22.1b	PW22.1b:LP-DIR-T	hargrave 2014-06-03 14:34:04	LT-T-Z:LP-DIR-T	pmagpy-2.233	1.2	256.5		g	49.8	1.78e-05	15	1	273	3.69e-07	6.89e-08	1.07e-07	0	0	813.0
This study	This study	UMK_BOT	PW22.1b	PW22	PW22.1b	PW22.1b:LP-DIR-T	hargrave 2014-06-10 17:00:52	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.0	254.9		g	49.5	1.25e-05	16	1	273	4.21e-07	8.83e-08	9.08e-08	0	0	823.0
This study	This study	UMK_BOT	PW22.1b	PW22	PW22.1b	PW22.1b:LP-DIR-T	hargrave 2014-06-18 13:40:05	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.7	255.8		g	48.9	5.58e-06	17	1	273	2.54e-07	4.98e-08	4.18e-08	0	0	833.0
This study	This study	UMK_BOT	PW22.1b	PW22	PW22.1b	PW22.1b:LP-DIR-T	hargrave 2014-06-25 17:16:32	LT-T-Z:LP-DIR-T	pmagpy-2.233	3.2	257.9		g	47.4	1.92e-06	18	1	273	1.07e-07	1.98e-08	1.24e-08	0	0	838.0
