tab 	magic_measurements
er_citation_name	er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_csd	measurement_dec	measurement_description	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_positions	measurement_temp	measurement_x_sd	measurement_y_sd	measurement_z_sd	treatment_ac_field	treatment_dc_field	treatment_temp
This study	This study	Botswana	PW19.10b	PW19	PW19.10b	PW19.10b:LP-DIR-T	hargrave 2014-02-21 18:04:44	LT-NO:LP-DIR-T	pmagpy-2.233	4.0	138.2		g	19.6	1.73e-07	1	1	273	7.48e-09	9.35e-09	1.57e-09	0	0	273
This study	This study	Botswana	PW19.10b	PW19	PW19.10b	PW19.10b:LP-DIR-T	hargrave 2014-02-28 15:49:28	LT-NO:LP-DIR-T	pmagpy-2.233	2.6	133.5		g	18.4	1.26e-07	2	1	273	3.73e-09	4.33e-09	1.14e-09	0	0	273
This study	This study	Botswana	PW19.10b	PW19	PW19.10b	PW19.10b:LP-DIR-T	hargrave 2014-03-07 14:10:33	LT-T-Z:LP-DIR-T	pmagpy-2.233	6.1	135.0		g	18.4	1.26e-07	3	1	273	9.16e-09	9.70e-09	1.12e-09	0	0	323.0
This study	This study	Botswana	PW19.10b	PW19	PW19.10b	PW19.10b:LP-DIR-T	hargrave 2014-03-14 12:53:04	LT-T-Z:LP-DIR-T	pmagpy-2.233	4.2	134.5		g	18.2	1.25e-07	4	1	273	6.26e-09	6.76e-09	1.14e-09	0	0	373.0
This study	This study	Botswana	PW19.10b	PW19	PW19.10b	PW19.10b:LP-DIR-T	hargrave 2014-03-17 17:02:39	LT-T-Z:LP-DIR-T	pmagpy-2.233	4.5	135.5		g	18.1	1.21e-07	5	1	273	6.23e-09	7.19e-09	1.23e-09	0	0	423.0
This study	This study	Botswana	PW19.10b	PW19	PW19.10b	PW19.10b:LP-DIR-T	hargrave 2014-03-31 10:46:08	LT-T-Z:LP-DIR-T	pmagpy-2.233	1.1	131.3		g	17.8	1.17e-07	6	1	273	1.33e-09	1.56e-09	9.41e-10	0	0	473.0
This study	This study	Botswana	PW19.10b	PW19	PW19.10b	PW19.10b:LP-DIR-T	hargrave 2014-04-01 19:08:13	LT-T-Z:LP-DIR-T	pmagpy-2.233	1.8	132.4		g	17.9	1.10e-07	7	1	273	2.22e-09	2.50e-09	1.18e-09	0	0	523.0
This study	This study	Botswana	PW19.10b	PW19	PW19.10b	PW19.10b:LP-DIR-T	hargrave 2014-04-09 12:41:08	LT-T-Z:LP-DIR-T	pmagpy-2.233	54.4	045.5		b	00.0	2.32e-04	8	1	273	4.05e-04	3.14e-04	2.07e-08	0	0	573.0
This study	This study	Botswana	PW19.10b	PW19	PW19.10b	PW19.10b:LP-DIR-T	hargrave 2014-04-10 14:55:20	LT-T-Z:LP-DIR-T	pmagpy-2.233	3.1	131.0		g	17.9	1.02e-07	9	1	273	3.95e-09	3.82e-09	8.91e-10	0	0	573.0
This study	This study	Botswana	PW19.10b	PW19	PW19.10b	PW19.10b:LP-DIR-T	hargrave 2014-04-18 15:02:45	LT-T-Z:LP-DIR-T	pmagpy-2.233	3.2	130.0		g	17.8	9.36e-08	10	1	273	3.75e-09	3.59e-09	9.26e-10	0	0	623.0
This study	This study	Botswana	PW19.10b	PW19	PW19.10b	PW19.10b:LP-DIR-T	hargrave 2014-04-25 14:29:06	LT-T-Z:LP-DIR-T	pmagpy-2.233	3.2	130.8		g	18.0	7.92e-08	11	1	273	3.17e-09	3.20e-09	6.89e-10	0	0	673.0
This study	This study	Botswana	PW19.10b	PW19	PW19.10b	PW19.10b:LP-DIR-T	hargrave 2014-04-29 19:47:58	LT-T-Z:LP-DIR-T	pmagpy-2.233	4.6	131.8		g	18.3	7.07e-08	12	1	273	4.02e-09	4.04e-09	7.49e-10	0	0	698.0
This study	This study	Botswana	PW19.10b	PW19	PW19.10b	PW19.10b:LP-DIR-T	hargrave 2014-05-02 14:53:35	LT-T-Z:LP-DIR-T	pmagpy-2.233	5.0	131.7		g	18.6	6.40e-08	13	1	273	3.96e-09	3.85e-09	6.92e-10	0	0	723.0
This study	This study	Botswana	PW19.10b	PW19	PW19.10b	PW19.10b:LP-DIR-T	hargrave 2014-05-04 17:28:47	LT-T-Z:LP-DIR-T	pmagpy-2.233	1.0	130.1		g	18.2	5.98e-08	14	1	273	7.18e-10	6.33e-10	6.94e-10	0	0	748.0
This study	This study	Botswana	PW19.10b	PW19	PW19.10b	PW19.10b:LP-DIR-T	hargrave 2014-05-07 12:47:37	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.6	132.3		g	19.0	5.65e-08	15	1	273	1.77e-09	1.90e-09	4.54e-10	0	0	773.0
This study	This study	Botswana	PW19.10b	PW19	PW19.10b	PW19.10b:LP-DIR-T	hargrave 2014-05-27 14:48:32	LT-T-Z:LP-DIR-T	pmagpy-2.233	4.0	127.8		g	19.9	5.25e-08	16	1	273	2.79e-09	2.30e-09	5.73e-10	0	0	793.0
This study	This study	Botswana	PW19.10b	PW19	PW19.10b	PW19.10b:LP-DIR-T	hargrave 2014-06-03 14:20:00	LT-T-Z:LP-DIR-T	pmagpy-2.233	3.9	135.0		g	18.9	4.84e-08	17	1	273	2.17e-09	2.43e-09	5.42e-10	0	0	813.0
This study	This study	Botswana	PW19.10b	PW19	PW19.10b	PW19.10b:LP-DIR-T	hargrave 2014-06-10 16:43:52	LT-T-Z:LP-DIR-T	pmagpy-2.233	3.9	129.8		g	19.1	4.60e-08	18	1	273	2.41e-09	1.98e-09	5.12e-10	0	0	823.0
This study	This study	Botswana	PW19.10b	PW19	PW19.10b	PW19.10b:LP-DIR-T	hargrave 2014-06-18 13:27:03	LT-T-Z:LP-DIR-T	pmagpy-2.233	3.3	132.2		g	18.7	4.05e-08	19	1	273	1.87e-09	1.54e-09	4.56e-10	0	0	833.0
This study	This study	Botswana	PW19.10b	PW19	PW19.10b	PW19.10b:LP-DIR-T	hargrave 2014-06-25 17:03:53	LT-T-Z:LP-DIR-T	pmagpy-2.233	3.7	130.5		g	20.5	3.40e-08	20	1	273	1.60e-09	1.53e-09	2.95e-10	0	0	838.0
This study	This study	Botswana	PW19.10b	PW19	PW19.10b	PW19.10b:LP-DIR-T	hargrave 2014-07-01 12:58:15	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.9	131.7		g	18.3	2.79e-08	21	1	273	1.15e-09	9.85e-10	2.80e-10	0	0	841.0
This study	This study	Botswana	PW19.10b	PW19	PW19.10b	PW19.10b:LP-DIR-T	hargrave 2014-07-03 11:33:00	LT-T-Z:LP-DIR-T	pmagpy-2.233	4.1	130.4		g	19.3	2.54e-08	22	1	273	1.41e-09	1.19e-09	2.63e-10	0	0	844.0
This study	This study	Botswana	PW19.10b	PW19	PW19.10b	PW19.10b:LP-DIR-T	hargrave 2014-07-08 10:04:20	LT-T-Z:LP-DIR-T	pmagpy-2.233	4.2	134.3		g	18.4	1.90e-08	23	1	273	1.07e-09	9.55e-10	2.30e-10	0	0	847.0
This study	This study	Botswana	PW19.10b	PW19	PW19.10b	PW19.10b:LP-DIR-T	hargrave 2014-07-10 12:34:04	LT-T-Z:LP-DIR-T	pmagpy-2.233	3.6	127.5		g	19.9	1.55e-08	24	1	273	7.40e-10	6.24e-10	2.19e-10	0	0	850.0
This study	This study	Botswana	PW19.10b	PW19	PW19.10b	PW19.10b:LP-DIR-T	hargrave 2014-07-29 12:51:40	LT-T-Z:LP-DIR-T	pmagpy-2.233	6.9	131.7		g	18.9	1.03e-08	25	1	273	9.44e-10	8.72e-10	1.78e-10	0	0	853.0
This study	This study	Botswana	PW19.1b	PW19	PW19.1b	PW19.1b:LP-DIR-T	hargrave 2014-02-21 17:54:16	LT-NO:LP-DIR-T	pmagpy-2.233	4.5	274.3		g	55.6	5.92e-09	1	1	273	3.28e-10	3.21e-10	2.21e-10	0	0	273
This study	This study	Botswana	PW19.1b	PW19	PW19.1b	PW19.1b:LP-DIR-T	hargrave 2014-02-28 15:39:48	LT-NO:LP-DIR-T	pmagpy-2.233	6.4	285.8		g	54.0	5.34e-09	2	1	273	4.98e-10	4.03e-10	3.31e-11	0	0	273
This study	This study	Botswana	PW19.1b	PW19	PW19.1b	PW19.1b:LP-DIR-T	hargrave 2014-03-07 14:00:52	LT-T-Z:LP-DIR-T	pmagpy-2.233	5.1	285.8		g	52.8	5.33e-09	3	1	273	4.34e-10	2.44e-10	3.81e-11	0	0	323.0
This study	This study	Botswana	PW19.1b	PW19	PW19.1b	PW19.1b:LP-DIR-T	hargrave 2014-03-14 12:45:08	LT-T-Z:LP-DIR-T	pmagpy-2.233	3.3	284.2		g	51.9	5.45e-09	4	1	273	3.07e-10	6.11e-11	4.22e-11	0	0	373.0
This study	This study	Botswana	PW19.1b	PW19	PW19.1b	PW19.1b:LP-DIR-T	hargrave 2014-03-17 16:55:07	LT-T-Z:LP-DIR-T	pmagpy-2.233	4.3	282.6		g	52.0	5.65e-09	5	1	273	3.91e-10	2.35e-10	3.66e-11	0	0	423.0
This study	This study	Botswana	PW19.1b	PW19	PW19.1b	PW19.1b:LP-DIR-T	hargrave 2014-03-31 10:37:46	LT-T-Z:LP-DIR-T	pmagpy-2.233	4.9	282.3		g	51.4	5.79e-09	6	1	273	4.68e-10	2.19e-10	4.76e-11	0	0	473.0
This study	This study	Botswana	PW19.1b	PW19	PW19.1b	PW19.1b:LP-DIR-T	hargrave 2014-04-01 19:00:22	LT-T-Z:LP-DIR-T	pmagpy-2.233	4.7	279.7		g	51.5	5.88e-09	7	1	273	4.42e-10	2.48e-10	4.04e-11	0	0	523.0
This study	This study	Botswana	PW19.1b	PW19	PW19.1b	PW19.1b:LP-DIR-T	hargrave 2014-04-09 12:33:40	LT-T-Z:LP-DIR-T	pmagpy-2.233	57.4	337.0		b	59.2	4.99e-09	8	1	273	2.12e-08	1.75e-08	1.33e-09	0	0	573.0
This study	This study	Botswana	PW19.1b	PW19	PW19.1b	PW19.1b:LP-DIR-T	hargrave 2014-04-10 14:47:52	LT-T-Z:LP-DIR-T	pmagpy-2.233	5.0	282.6		g	52.6	6.09e-09	9	1	273	4.73e-10	2.55e-10	2.42e-10	0	0	573.0
This study	This study	Botswana	PW19.1b	PW19	PW19.1b	PW19.1b:LP-DIR-T	hargrave 2014-04-18 14:55:14	LT-T-Z:LP-DIR-T	pmagpy-2.233	6.0	280.7		g	51.3	5.71e-09	10	1	273	5.05e-10	4.09e-10	5.32e-11	0	0	623.0
This study	This study	Botswana	PW19.1b	PW19	PW19.1b	PW19.1b:LP-DIR-T	hargrave 2014-04-25 14:21:16	LT-T-Z:LP-DIR-T	pmagpy-2.233	7.3	284.0		g	50.6	5.55e-09	11	1	273	6.11e-10	4.59e-10	4.07e-11	0	0	673.0
