tab 	magic_measurements
er_citation_name	er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_csd	measurement_dec	measurement_description	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_positions	measurement_temp	measurement_x_sd	measurement_y_sd	measurement_z_sd	treatment_ac_field	treatment_dc_field	treatment_temp
This study	This study	UMK_BOT	PW3.11b	PW3	PW3.11b	PW3.11b:LP-DIR-T	hargrave 2014-02-25 16:04:33	LT-NO:DE-VM:LP-DIR-T	pmagpy-2.233	99.2	45.6	average of multiple measurements	g	-12.8	2.042e-04	1	3.0	273	1.17e-05	8.15e-06	1.56e-06	0	0	273
This study	This study	UMK_BOT	PW3.11b	PW3	PW3.11b	PW3.11b:LP-DIR-T	hargrave 2014-03-04 17:39:18	LT-T-Z:LP-DIR-T	pmagpy-2.233	7.5	045.8		g	-17.1	1.13e-04	2	1	273	1.31e-05	9.35e-06	1.60e-06	0	0	323.0
This study	This study	UMK_BOT	PW3.11b	PW3	PW3.11b	PW3.11b:LP-DIR-T	hargrave 2014-03-11 16:50:14	LT-T-Z:LP-DIR-T	pmagpy-2.233	5.8	045.2		g	-16.6	1.12e-04	3	1	273	1.16e-05	7.08e-06	1.68e-06	0	0	373.0
This study	This study	UMK_BOT	PW3.11b	PW3	PW3.11b	PW3.11b:LP-DIR-T	hargrave 2014-03-17 13:34:45	LT-T-Z:LP-DIR-T	pmagpy-2.233	4.6	046.6		g	-16.1	1.12e-04	4	1	273	1.14e-05	5.83e-06	1.44e-06	0	0	423.0
This study	This study	UMK_BOT	PW3.11b	PW3	PW3.11b	PW3.11b:LP-DIR-T	hargrave 2014-03-28 13:30:43	LT-T-Z:LP-DIR-T	pmagpy-2.233	4.1	046.3		g	-15.8	1.11e-04	5	1	273	1.17e-05	5.72e-06	1.46e-06	0	0	473.0
This study	This study	UMK_BOT	PW3.11b	PW3	PW3.11b	PW3.11b:LP-DIR-T	hargrave 2014-04-01 14:21:47	LT-T-Z:LP-DIR-T	pmagpy-2.233	4.6	045.0		g	-14.9	1.11e-04	6	1	273	1.23e-05	7.14e-06	1.27e-06	0	0	523.0
This study	This study	UMK_BOT	PW3.11b	PW3	PW3.11b	PW3.11b:LP-DIR-T	hargrave 2014-04-07 13:33:49	LT-T-Z:LP-DIR-T	pmagpy-2.233	6.7	046.1		g	-14.6	1.07e-04	7	1	273	1.54e-05	8.12e-06	1.45e-06	0	0	573.0
This study	This study	UMK_BOT	PW3.11b	PW3	PW3.11b	PW3.11b:LP-DIR-T	hargrave 2014-04-15 16:12:49	LT-T-Z:LP-DIR-T	pmagpy-2.233	6.1	046.9		g	-13.7	1.05e-04	8	1	273	1.27e-05	9.19e-06	1.30e-06	0	0	623.0
This study	This study	UMK_BOT	PW3.11b	PW3	PW3.11b	PW3.11b:LP-DIR-T	hargrave 2014-04-24 11:02:25	LT-T-Z:LP-DIR-T	pmagpy-2.233	6.2	047.3		g	-12.4	1.03e-04	9	1	273	1.09e-05	9.55e-06	1.08e-06	0	0	673.0
This study	This study	UMK_BOT	PW3.11b	PW3	PW3.11b	PW3.11b:LP-DIR-T	hargrave 2014-04-29 14:27:55	LT-T-Z:LP-DIR-T	pmagpy-2.233	8.1	046.0		g	-12.3	9.79e-05	10	1	273	1.09e-05	1.15e-05	9.54e-07	0	0	698.0
This study	This study	UMK_BOT	PW3.11b	PW3	PW3.11b	PW3.11b:LP-DIR-T	hargrave 2014-05-01 12:30:52	LT-T-Z:LP-DIR-T	pmagpy-2.233	7.5	047.8		g	-11.7	9.65e-05	11	1	273	9.34e-06	1.08e-05	9.17e-07	0	0	723.0
This study	This study	UMK_BOT	PW3.11b	PW3	PW3.11b	PW3.11b:LP-DIR-T	hargrave 2014-05-06 12:54:34	LT-T-Z:LP-DIR-T	pmagpy-2.233	6.3	045.9		g	-11.4	9.31e-05	12	1	273	7.09e-06	7.98e-06	9.40e-07	0	0	748.0
This study	This study	UMK_BOT	PW3.11b	PW3	PW3.11b	PW3.11b:LP-DIR-T	hargrave 2014-05-07 09:52:59	LT-T-Z:LP-DIR-T	pmagpy-2.233	5.9	045.1		g	-11.1	8.86e-05	13	1	273	5.95e-06	7.30e-06	8.36e-07	0	0	773.0
This study	This study	UMK_BOT	PW3.11b	PW3	PW3.11b	PW3.11b:LP-DIR-T	hargrave 2014-05-15 20:52:31	LT-T-Z:LP-DIR-T	pmagpy-2.233	5.5	044.2		g	-10.9	8.37e-05	14	1	273	5.44e-06	6.33e-06	7.54e-07	0	0	793.0
This study	This study	UMK_BOT	PW3.11b	PW3	PW3.11b	PW3.11b:LP-DIR-T	hargrave 2014-05-30 16:23:50	LT-T-Z:LP-DIR-T	pmagpy-2.233	6.8	045.6		g	-10.5	7.89e-05	15	1	273	6.21e-06	7.19e-06	7.15e-07	0	0	813.0
This study	This study	UMK_BOT	PW3.11b	PW3	PW3.11b	PW3.11b:LP-DIR-T	hargrave 2014-06-10 14:30:01	LT-T-Z:LP-DIR-T	pmagpy-2.233	4.8	043.2		g	-10.1	7.50e-05	16	1	273	4.02e-06	5.03e-06	6.66e-07	0	0	823.0
This study	This study	UMK_BOT	PW3.11b	PW3	PW3.11b	PW3.11b:LP-DIR-T	hargrave 2014-06-17 14:40:19	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.2	044.2		g	-09.9	6.73e-05	17	1	273	2.02e-06	2.42e-06	5.70e-07	0	0	833.0
This study	This study	UMK_BOT	PW3.11b	PW3	PW3.11b	PW3.11b:LP-DIR-T	hargrave 2014-06-24 19:07:03	LT-T-Z:LP-DIR-T	pmagpy-2.233	4.2	046.0		g	-09.9	5.53e-05	18	1	273	2.90e-06	2.79e-06	3.80e-07	0	0	838.0
This study	This study	UMK_BOT	PW3.11b	PW3	PW3.11b	PW3.11b:LP-DIR-T	hargrave 2014-06-30 17:24:32	LT-T-Z:LP-DIR-T	pmagpy-2.233	4.2	045.8		g	-09.9	3.47e-05	19	1	273	1.83e-06	1.78e-06	2.40e-07	0	0	841.0
This study	This study	UMK_BOT	PW3.11b	PW3	PW3.11b	PW3.11b:LP-DIR-T	hargrave 2014-07-02 15:30:10	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.6	046.8		g	-09.8	2.48e-05	20	1	273	8.04e-07	7.48e-07	1.72e-07	0	0	844.0
This study	This study	UMK_BOT	PW3.11b	PW3	PW3.11b	PW3.11b:LP-DIR-T	hargrave 2014-07-07 17:26:49	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.5	044.6		g	-10.4	5.59e-06	21	1	273	1.71e-07	1.65e-07	3.99e-08	0	0	847.0
This study	This study	UMK_BOT	PW3.1b	PW3	PW3.1b	PW3.1b:LP-DIR-T	hargrave 2014-02-25 15:54:18	LT-NO:DE-VM:LP-DIR-T	pmagpy-2.233	114.5	29.7	average of multiple measurements	g	36.7	7.653e-05	1	2.0	273	1.12e-06	1.75e-06	3.60e-07	0	0	273
This study	This study	UMK_BOT	PW3.1b	PW3	PW3.1b	PW3.1b:LP-DIR-T	hargrave 2014-03-04 17:29:51	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.1	031.2		g	40.7	5.45e-05	2	1	273	9.66e-07	1.73e-06	3.81e-07	0	0	323.0
This study	This study	UMK_BOT	PW3.1b	PW3	PW3.1b	PW3.1b:LP-DIR-T	hargrave 2014-03-11 16:40:33	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.4	029.5		g	41.1	5.37e-05	3	1	273	1.01e-06	2.01e-06	3.75e-07	0	0	373.0
This study	This study	UMK_BOT	PW3.1b	PW3	PW3.1b	PW3.1b:LP-DIR-T	hargrave 2014-03-17 13:25:17	LT-T-Z:LP-DIR-T	pmagpy-2.233	3.2	032.1		g	41.6	5.24e-05	4	1	273	1.47e-06	2.50e-06	3.38e-07	0	0	423.0
This study	This study	UMK_BOT	PW3.1b	PW3	PW3.1b	PW3.1b:LP-DIR-T	hargrave 2014-03-28 13:20:56	LT-T-Z:LP-DIR-T	pmagpy-2.233	1.4	031.1		g	41.8	5.11e-05	5	1	273	5.36e-07	1.16e-06	3.39e-07	0	0	473.0
This study	This study	UMK_BOT	PW3.1b	PW3	PW3.1b	PW3.1b:LP-DIR-T	hargrave 2014-04-01 14:14:15	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.4	032.2		g	42.3	4.93e-05	6	1	273	8.96e-07	1.82e-06	3.21e-07	0	0	523.0
This study	This study	UMK_BOT	PW3.1b	PW3	PW3.1b	PW3.1b:LP-DIR-T	hargrave 2014-04-07 13:25:49	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.4	032.4		g	42.8	4.69e-05	7	1	273	9.84e-07	1.68e-06	3.12e-07	0	0	573.0
This study	This study	UMK_BOT	PW3.1b	PW3	PW3.1b	PW3.1b:LP-DIR-T	hargrave 2014-04-15 16:04:47	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.3	033.2		g	43.5	4.38e-05	8	1	273	8.83e-07	1.50e-06	2.84e-07	0	0	623.0
This study	This study	UMK_BOT	PW3.1b	PW3	PW3.1b	PW3.1b:LP-DIR-T	hargrave 2014-04-24 10:52:47	LT-T-Z:LP-DIR-T	pmagpy-2.233	0.4	034.6		g	44.6	3.85e-05	9	1	273	1.17e-07	2.26e-07	2.72e-07	0	0	673.0
This study	This study	UMK_BOT	PW3.1b	PW3	PW3.1b	PW3.1b:LP-DIR-T	hargrave 2014-04-29 14:20:04	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.1	034.6		g	45.6	3.58e-05	10	1	273	6.67e-07	1.12e-06	2.15e-07	0	0	698.0
