tab 	magic_measurements
er_citation_name	er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_csd	measurement_dec	measurement_description	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_positions	measurement_temp	measurement_x_sd	measurement_y_sd	measurement_z_sd	treatment_ac_field	treatment_dc_field	treatment_temp
This study	This study	UMK_BOT	PW20.1b	PW20	PW20.1b	PW20.1b:LP-DIR-T	hargrave 2014-02-28 15:50:57	LT-NO:DE-VM:LP-DIR-T	pmagpy-2.233	114.6	284.7	average of multiple measurements	g	-27.4	1.794e-05	1	2.0	273	2.33e-07	6.81e-08	9.09e-08	0	0	273
This study	This study	UMK_BOT	PW20.1b	PW20	PW20.1b	PW20.1b:LP-DIR-T	hargrave 2014-03-07 14:12:02	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.0	283.3		g	-23.9	1.04e-05	2	1	273	3.46e-07	8.13e-08	8.52e-08	0	0	323.0
This study	This study	UMK_BOT	PW20.1b	PW20	PW20.1b	PW20.1b:LP-DIR-T	hargrave 2014-03-14 12:54:40	LT-T-Z:LP-DIR-T	pmagpy-2.233	3.2	283.8		g	-23.9	1.02e-05	3	1	273	5.44e-07	1.39e-07	8.07e-08	0	0	373.0
This study	This study	UMK_BOT	PW20.1b	PW20	PW20.1b	PW20.1b:LP-DIR-T	hargrave 2014-03-17 17:04:16	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.6	283.9		g	-23.7	1.01e-05	4	1	273	4.30e-07	1.14e-07	8.00e-08	0	0	423.0
This study	This study	UMK_BOT	PW20.1b	PW20	PW20.1b	PW20.1b:LP-DIR-T	hargrave 2014-03-31 10:47:52	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.2	285.4		g	-23.4	9.86e-06	5	1	273	3.61e-07	1.12e-07	8.32e-08	0	0	473.0
This study	This study	UMK_BOT	PW20.1b	PW20	PW20.1b	PW20.1b:LP-DIR-T	hargrave 2014-04-01 19:09:49	LT-T-Z:LP-DIR-T	pmagpy-2.233	0.9	286.2		g	-22.9	9.57e-06	6	1	273	1.19e-07	3.91e-08	8.47e-08	0	0	523.0
This study	This study	UMK_BOT	PW20.1b	PW20	PW20.1b	PW20.1b:LP-DIR-T	hargrave 2014-04-10 14:56:56	LT-T-Z:DE-VM:LP-DIR-T	pmagpy-2.233	114.5	42.9	average of multiple measurements	b	-47.6	1.759e-04	7	2.0	273	4.90e-07	1.23e-07	7.53e-08	0	0	573.0
This study	This study	UMK_BOT	PW20.1b	PW20	PW20.1b	PW20.1b:LP-DIR-T	hargrave 2014-04-18 15:04:24	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.0	284.5		g	-22.4	8.88e-06	8	1	273	2.89e-07	7.39e-08	7.57e-08	0	0	623.0
This study	This study	UMK_BOT	PW20.1b	PW20	PW20.1b	PW20.1b:LP-DIR-T	hargrave 2014-04-25 14:30:42	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.7	284.4		g	-22.1	8.47e-06	9	1	273	3.88e-07	1.01e-07	7.14e-08	0	0	673.0
This study	This study	UMK_BOT	PW20.1b	PW20	PW20.1b	PW20.1b:LP-DIR-T	hargrave 2014-04-29 19:49:37	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.7	287.5		g	-21.9	8.20e-06	10	1	273	3.61e-07	1.16e-07	7.04e-08	0	0	698.0
This study	This study	UMK_BOT	PW20.1b	PW20	PW20.1b	PW20.1b:LP-DIR-T	hargrave 2014-05-02 14:55:11	LT-T-Z:LP-DIR-T	pmagpy-2.233	3.5	285.0		g	-21.8	7.86e-06	11	1	273	4.58e-07	1.29e-07	6.44e-08	0	0	723.0
This study	This study	UMK_BOT	PW20.1b	PW20	PW20.1b	PW20.1b:LP-DIR-T	hargrave 2014-05-04 17:30:21	LT-T-Z:LP-DIR-T	pmagpy-2.233	0.8	284.0		g	-21.4	7.54e-06	12	1	273	8.54e-08	3.00e-08	6.16e-08	0	0	748.0
This study	This study	UMK_BOT	PW20.1b	PW20	PW20.1b	PW20.1b:LP-DIR-T	hargrave 2014-05-07 18:05:16	LT-T-Z:LP-DIR-T	pmagpy-2.233	3.2	285.2		g	-21.3	7.21e-06	13	1	273	3.80e-07	1.05e-07	5.71e-08	0	0	773.0
This study	This study	UMK_BOT	PW20.1b	PW20	PW20.1b	PW20.1b:LP-DIR-T	hargrave 2014-05-27 14:50:14	LT-T-Z:LP-DIR-T	pmagpy-2.233	4.3	284.1		g	-21.0	6.80e-06	14	1	273	4.87e-07	1.26e-07	5.14e-08	0	0	793.0
This study	This study	UMK_BOT	PW20.1b	PW20	PW20.1b	PW20.1b:LP-DIR-T	hargrave 2014-06-03 14:21:44	LT-T-Z:LP-DIR-T	pmagpy-2.233	3.8	286.2		g	-20.8	6.38e-06	15	1	273	3.99e-07	1.20e-07	5.46e-08	0	0	813.0
This study	This study	UMK_BOT	PW20.1b	PW20	PW20.1b	PW20.1b:LP-DIR-T	hargrave 2014-06-10 16:45:47	LT-T-Z:LP-DIR-T	pmagpy-2.233	0.5	285.2		g	-20.4	5.93e-06	16	1	273	3.64e-08	1.40e-08	4.59e-08	0	0	823.0
This study	This study	UMK_BOT	PW20.1b	PW20	PW20.1b	PW20.1b:LP-DIR-T	hargrave 2014-06-18 13:28:38	LT-T-Z:LP-DIR-T	pmagpy-2.233	3.2	284.2		g	-20.0	5.10e-06	17	1	273	2.70e-07	6.75e-08	4.14e-08	0	0	833.0
