tab 	magic_measurements																			
er_citation_names	er_expedition_name	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	measurement_date	measurement_dec	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_pos_z	measurement_standard	measurement_temp	treatment_ac_field	treatment_dc_field	treatment_temp
This study	Botswana 2012	Dibete Kop Sill	PW38-3	PW38	PW38-3a	"PW38-3a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-NO	2013:02:26:15:35:40.00	256.3328323	g	-55.02964617	1.16E-05	1174182	0.067	u				
This study	Botswana 2012	Dibete Kop Sill	PW38-4	PW38	PW38-4a	"PW38-4a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-NO	2013:02:26:15:35:54.00	267.7086073	g	-19.4003644	5.13E-06	1174183	0.267	u				
This study	Botswana 2012	Dibete Kop Sill	PW38-5	PW38	PW38-5a	"PW38-5a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-NO	2013:02:26:15:36:08.00	242.3073888	g	8.329593359	2.08E-06	1174184	0.467	u				
This study	Botswana 2012	Dibete Kop Sill	PW38-6	PW38	PW38-6a	"PW38-6a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-NO	2013:02:26:15:36:22.00	241.9874719	g	-33.24132831	1.33E-06	1174185	0.667	u				
This study	Botswana 2012	Dibete Kop Sill	PW38-1	PW38	PW38-1a	"PW38-1a:NRM_demag(T,Hac)1"	IRM-SRM	LT-NO	2013:02:27:11:39:48.00	-35.2165636	g	-31.74714115	5.69E-05	1174587	0.667	u				
This study	Botswana 2012	Dibete Kop Sill	PW38-2	PW38	PW38-2a	"PW38-2a:NRM_demag(T,Hac)1"	IRM-SRM	LT-NO	2013:02:27:11:47:47.00	-23.31529894	g	-19.58570976	4.59E-05	1174596	0.667	u				
This study	Botswana 2012	Dibete Kop Sill	PW38-7	PW38	PW38-7a	"PW38-7a:NRM_demag(T,Hac)1"	IRM-SRM	LT-NO	2013:02:27:11:55:31.00	239.4028746	g	-23.9254736	5.47E-05	1174613	0.667	u				
This study	Botswana 2012	Dibete Kop Sill	PW38-8	PW38	PW38-8a	"PW38-8a:NRM_demag(T,Hac)1"	IRM-SRM	LT-NO	2013:02:27:12:03:06.00	-261.2626614	g	-11.28928361	1.90E-05	1174622	0.667	u				
This study	Botswana 2012	Dibete Kop Sill	PW38-1	PW38	PW38-1a	"PW38-1a:NRM_demag(T,Hac)1"	IRM-SRM	LT-LT-Z	2013:04:02:10:31:34.00	-37.20657777	g	-34.97464466	1.96E-05	1221322	0.667	u				77
This study	Botswana 2012	Dibete Kop Sill	PW38-2	PW38	PW38-2a	"PW38-2a:NRM_demag(T,Hac)1"	IRM-SRM	LT-LT-Z	2013:04:02:10:39:05.00	-25.91990465	g	-20.44947598	1.53E-05	1221329	0.667	u				77
This study	Botswana 2012	Dibete Kop Sill	PW38-7	PW38	PW38-7a	"PW38-7a:NRM_demag(T,Hac)1"	IRM-SRM	LT-LT-Z	2013:04:02:10:53:07.00	235.2581337	g	-30.08826387	2.91E-05	1221348	0.667	u				77
This study	Botswana 2012	Dibete Kop Sill	PW38-8	PW38	PW38-8a	"PW38-8a:NRM_demag(T,Hac)1"	IRM-SRM	LT-LT-Z	2013:04:02:11:00:30.00	-250.6921274	g	-30.45314451	1.03E-05	1221355	0.667	u				77
This study	Botswana 2012	Dibete Kop Sill	PW38-1	PW38	PW38-1a	"PW38-1a:NRM_demag(T,Hac)1"	IRM-SRM	LT-AF-Z	2013:04:09:10:54:24.00	-38.60194734	g	-35.53684568	1.69E-05	1224057	0.667	u		0.005		
This study	Botswana 2012	Dibete Kop Sill	PW38-2	PW38	PW38-2a	"PW38-2a:NRM_demag(T,Hac)1"	IRM-SRM	LT-AF-Z	2013:04:09:11:01:30.00	-24.69652908	g	-21.19206633	1.29E-05	1224066	0.667	u		0.005		
This study	Botswana 2012	Dibete Kop Sill	PW38-7	PW38	PW38-7a	"PW38-7a:NRM_demag(T,Hac)1"	IRM-SRM	LT-AF-Z	2013:04:09:11:09:31.00	237.3160113	g	-32.11674886	3.00E-05	1224075	0.667	u		0.005		
This study	Botswana 2012	Dibete Kop Sill	PW38-8	PW38	PW38-8a	"PW38-8a:NRM_demag(T,Hac)1"	IRM-SRM	LT-AF-Z	2013:04:09:11:16:38.00	-244.3580808	g	-38.53761025	1.11E-05	1224076	0.667	u		0.005		
This study	Botswana 2012	Dibete Kop Sill	PW38-1	PW38	PW38-1a	"PW38-1a:NRM_demag(T,Hac)1"	IRM-SRM	LT-AF-Z	2013:04:10:16:21:13.00	-39.50242921	g	-35.6149799	8.65E-06	1225012	0.667	u		0.01		
This study	Botswana 2012	Dibete Kop Sill	PW38-2	PW38	PW38-2a	"PW38-2a:NRM_demag(T,Hac)1"	IRM-SRM	LT-AF-Z	2013:04:10:16:30:54.00	-29.98795052	g	-22.01961492	6.07E-06	1225013	0.667	u		0.01		
This study	Botswana 2012	Dibete Kop Sill	PW38-7	PW38	PW38-7a	"PW38-7a:NRM_demag(T,Hac)1"	IRM-SRM	LT-AF-Z	2013:04:10:16:37:52.00	238.3745112	g	-37.6228247	2.81E-05	1225022	0.667	u		0.01		
This study	Botswana 2012	Dibete Kop Sill	PW38-8	PW38	PW38-8a	"PW38-8a:NRM_demag(T,Hac)1"	IRM-SRM	LT-AF-Z	2013:04:10:16:44:25.00	-232.1720239	g	-51.34128567	1.08E-05	1225031	0.667	u		0.01		
This study	Botswana 2012	Dibete Kop Sill	PW38-3	PW38	PW38-3a	"PW38-3a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z	2013:04:24:09:57:29.00	256.5560519	g	-46.47052623	3.44E-06	1234098	0.067	u				77
This study	Botswana 2012	Dibete Kop Sill	PW38-4	PW38	PW38-4a	"PW38-4a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z	2013:04:24:09:57:44.00	266.2630212	g	-14.9015897	1.79E-06	1234099	0.267	u				77
