tab 	magic_measurements
er_citation_name	er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_csd	measurement_dec	measurement_description	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_positions	measurement_temp	measurement_x_sd	measurement_y_sd	measurement_z_sd	treatment_ac_field	treatment_dc_field	treatment_temp
This study	This study	UMK_BOT	PW32.11b	PW32	PW32.11b	PW32.11b:LP-DIR-T	hargrave 2014-03-04 15:00:42	LT-NO:DE-VM:LP-DIR-T	pmagpy-2.233	93.5	230.3	average of multiple measurements	g	-16.0	8.989e-09	1	4.0	273	5.08e-10	5.02e-10	1.40e-10	0	0	273
This study	This study	UMK_BOT	PW32.11b	PW32	PW32.11b	PW32.11b:LP-DIR-T	hargrave 2014-03-11 12:23:06	LT-T-Z:LP-DIR-T	pmagpy-2.233	7.4	228.4		g	-12.5	8.53e-09	2	1	273	6.19e-10	6.01e-10	7.32e-10	0	0	323.0
This study	This study	UMK_BOT	PW32.11b	PW32	PW32.11b	PW32.11b:LP-DIR-T	hargrave 2014-03-14 17:52:44	LT-T-Z:LP-DIR-T	pmagpy-2.233	4.9	225.2		g	-08.5	8.81e-09	3	1	273	5.91e-10	5.70e-10	1.44e-10	0	0	373.0
This study	This study	UMK_BOT	PW32.11b	PW32	PW32.11b	PW32.11b:LP-DIR-T	hargrave 2014-03-18 15:14:28	LT-T-Z:LP-DIR-T	pmagpy-2.233	4.9	226.8		g	-06.7	8.91e-09	4	1	273	5.85e-10	4.41e-10	5.01e-10	0	0	423.0
This study	This study	UMK_BOT	PW32.11b	PW32	PW32.11b	PW32.11b:LP-DIR-T	hargrave 2014-03-31 12:52:05	LT-T-Z:LP-DIR-T	pmagpy-2.233	6.5	230.5		g	-05.7	9.07e-09	5	1	273	8.50e-10	6.30e-10	3.18e-10	0	0	473.0
This study	This study	UMK_BOT	PW32.11b	PW32	PW32.11b	PW32.11b:LP-DIR-T	hargrave 2014-04-02 14:41:27	LT-T-Z:LP-DIR-T	pmagpy-2.233	4.8	227.5		g	-06.0	9.18e-09	6	1	273	5.01e-10	4.29e-10	4.67e-10	0	0	523.0
This study	This study	UMK_BOT	PW32.11b	PW32	PW32.11b	PW32.11b:LP-DIR-T	hargrave 2014-04-15 12:47:32	LT-T-Z:LP-DIR-T	pmagpy-2.233	5.6	229.8		g	-05.1	9.12e-09	7	1	273	6.93e-10	6.43e-10	3.13e-10	0	0	573.0
This study	This study	UMK_BOT	PW32.11b	PW32	PW32.11b	PW32.11b:LP-DIR-T	hargrave 2014-04-22 14:38:13	LT-T-Z:LP-DIR-T	pmagpy-2.233	5.1	226.5		g	-06.4	8.65e-09	8	1	273	5.57e-10	5.52e-10	2.90e-10	0	0	623.0
This study	This study	UMK_BOT	PW32.11b	PW32	PW32.11b	PW32.11b:LP-DIR-T	hargrave 2014-04-28 12:34:47	LT-T-Z:LP-DIR-T	pmagpy-2.233	4.6	229.0		g	-02.4	8.81e-09	9	1	273	5.99e-10	4.67e-10	3.07e-10	0	0	673.0
This study	This study	UMK_BOT	PW32.11b	PW32	PW32.11b	PW32.11b:LP-DIR-T	hargrave 2014-04-30 15:59:06	LT-T-Z:LP-DIR-T	pmagpy-2.233	6.7	225.4		g	-01.8	8.53e-09	10	1	273	7.36e-10	6.50e-10	4.60e-10	0	0	698.0
