tab 	magic_measurements
er_citation_name	er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_csd	measurement_dec	measurement_description	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_positions	measurement_temp	measurement_x_sd	measurement_y_sd	measurement_z_sd	treatment_ac_field	treatment_dc_field	treatment_temp
This study	This study	UMK_BOT	PW1.1b	PW1	PW1.1b	PW1.1b:LP-DIR-T	hargrave 2014-02-25 15:44:37	LT-NO:DE-VM:LP-DIR-T	pmagpy-2.233	114.6	57.0	average of multiple measurements	g	7.4	3.364e-06	1	2.0	273	5.20e-08	4.55e-08	2.60e-08	0	0	273
This study	This study	UMK_BOT	PW1.1b	PW1	PW1.1b	PW1.1b:LP-DIR-T	hargrave 2014-03-04 17:20:18	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.7	055.6		g	08.0	2.99e-06	2	1	273	1.12e-07	8.60e-08	2.74e-08	0	0	323.0
This study	This study	UMK_BOT	PW1.1b	PW1	PW1.1b	PW1.1b:LP-DIR-T	hargrave 2014-03-11 16:30:31	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.7	054.8		g	07.6	2.97e-06	3	1	273	1.11e-07	8.59e-08	2.56e-08	0	0	373.0
This study	This study	UMK_BOT	PW1.1b	PW1	PW1.1b	PW1.1b:LP-DIR-T	hargrave 2014-03-17 13:15:42	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.1	054.7		g	08.1	3.00e-06	4	1	273	8.42e-08	6.58e-08	2.64e-08	0	0	423.0
This study	This study	UMK_BOT	PW1.1b	PW1	PW1.1b	PW1.1b:LP-DIR-T	hargrave 2014-03-28 13:10:50	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.4	055.6		g	07.2	3.04e-06	5	1	273	1.03e-07	7.45e-08	2.67e-08	0	0	473.0
This study	This study	UMK_BOT	PW1.1b	PW1	PW1.1b	PW1.1b:LP-DIR-T	hargrave 2014-04-01 15:22:36	LT-T-Z:DE-VM:LP-DIR-T	pmagpy-2.233	114.6	55.5	average of multiple measurements	g	7.7	3.300e-06	6	2.0	273	1.93e-07	1.43e-07	2.82e-08	0	0	523.0
This study	This study	UMK_BOT	PW1.1b	PW1	PW1.1b	PW1.1b:LP-DIR-T	hargrave 2014-04-07 13:14:38	LT-T-Z:LP-DIR-T	pmagpy-2.233	3.5	054.6		g	07.2	3.06e-06	7	1	273	1.48e-07	1.11e-07	2.66e-08	0	0	573.0
This study	This study	UMK_BOT	PW1.1b	PW1	PW1.1b	PW1.1b:LP-DIR-T	hargrave 2014-04-15 15:53:36	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.8	055.0		g	08.7	2.98e-06	8	1	273	1.10e-07	8.93e-08	2.55e-08	0	0	623.0
This study	This study	UMK_BOT	PW1.1b	PW1	PW1.1b	PW1.1b:LP-DIR-T	hargrave 2014-04-24 10:43:19	LT-T-Z:LP-DIR-T	pmagpy-2.233	3.2	053.1		g	07.0	3.07e-06	9	1	273	1.33e-07	1.05e-07	2.69e-08	0	0	673.0
This study	This study	UMK_BOT	PW1.1b	PW1	PW1.1b	PW1.1b:LP-DIR-T	hargrave 2014-04-29 14:08:37	LT-T-Z:LP-DIR-T	pmagpy-2.233	1.8	055.2		g	07.6	2.99e-06	10	1	273	7.06e-08	5.92e-08	2.49e-08	0	0	698.0
This study	This study	UMK_BOT	PW1.1b	PW1	PW1.1b	PW1.1b:LP-DIR-T	hargrave 2014-05-01 12:11:50	LT-T-Z:LP-DIR-T	pmagpy-2.233	1.2	054.1		g	07.4	3.05e-06	11	1	273	5.12e-08	3.04e-08	2.49e-08	0	0	723.0
This study	This study	UMK_BOT	PW1.1b	PW1	PW1.1b	PW1.1b:LP-DIR-T	hargrave 2014-05-06 12:35:48	LT-T-Z:LP-DIR-T	pmagpy-2.233	3.6	055.1		g	07.2	2.91e-06	12	1	273	1.59e-07	8.72e-08	2.94e-08	0	0	748.0
This study	This study	UMK_BOT	PW1.1b	PW1	PW1.1b	PW1.1b:LP-DIR-T	hargrave 2014-05-07 09:33:13	LT-T-Z:LP-DIR-T	pmagpy-2.233	3.2	054.3		g	06.9	2.99e-06	13	1	273	1.34e-07	9.57e-08	2.53e-08	0	0	773.0
This study	This study	UMK_BOT	PW1.1b	PW1	PW1.1b	PW1.1b:LP-DIR-T	hargrave 2014-05-15 20:33:50	LT-T-Z:LP-DIR-T	pmagpy-2.233	3.1	051.2		g	08.7	2.86e-06	14	1	273	1.17e-07	1.02e-07	2.28e-08	0	0	793.0
This study	This study	UMK_BOT	PW1.1b	PW1	PW1.1b	PW1.1b:LP-DIR-T	hargrave 2014-05-30 16:02:50	LT-T-Z:LP-DIR-T	pmagpy-2.233	1.7	055.7		g	07.6	2.77e-06	15	1	273	6.17e-08	5.35e-08	2.24e-08	0	0	813.0
This study	This study	UMK_BOT	PW1.1b	PW1	PW1.1b	PW1.1b:LP-DIR-T	hargrave 2014-06-10 14:04:48	LT-T-Z:LP-DIR-T	pmagpy-2.233	4.1	050.3		g	11.0	2.48e-06	16	1	273	1.27e-07	1.22e-07	2.29e-08	0	0	823.0
This study	This study	UMK_BOT	PW1.1b	PW1	PW1.1b	PW1.1b:LP-DIR-T	hargrave 2014-06-17 14:21:47	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.6	059.0		g	12.5	1.30e-06	17	1	273	4.70e-08	3.40e-08	1.13e-08	0	0	833.0
This study	This study	UMK_BOT	PW1.1b	PW1	PW1.1b	PW1.1b:LP-DIR-T	hargrave 2014-06-24 18:47:04	LT-T-Z:LP-DIR-T	pmagpy-2.233	3.7	015.9		g	22.4	6.62e-07	18	1	273	1.82e-08	3.93e-08	5.72e-09	0	0	838.0
This study	This study	UMK_BOT	PW1.1b	PW1	PW1.1b	PW1.1b:LP-DIR-T	hargrave 2014-06-30 17:05:47	LT-T-Z:LP-DIR-T	pmagpy-2.233	5.1	008.5		g	20.2	1.50e-07	19	1	273	2.08e-09	1.32e-08	1.20e-09	0	0	841.0
This study	This study	UMK_BOT	PW1.1b	PW1	PW1.1b	PW1.1b:LP-DIR-T	hargrave 2014-07-02 15:10:59	LT-T-Z:LP-DIR-T	pmagpy-2.233	5.1	007.2		g	19.1	3.55e-07	20	1	273	7.80e-09	3.08e-08	3.08e-09	0	0	844.0
This study	This study	UMK_BOT	PW1.1b	PW1	PW1.1b	PW1.1b:LP-DIR-T	hargrave 2014-07-07 17:07:44	LT-T-Z:LP-DIR-T	pmagpy-2.233	4.3	349.6		g	11.5	1.49e-07	21	1	273	3.10e-09	1.08e-08	1.44e-09	0	0	847.0
This study	This study	UMK_BOT	PW1.2b	PW1	PW1.2b	PW1.2b:LP-DIR-T	hargrave 2014-02-25 15:46:18	LT-NO:DE-VM:LP-DIR-T	pmagpy-2.233	114.6	51.6	average of multiple measurements	g	8.6	3.569e-06	1	2.0	273	1.33e-07	8.66e-08	3.85e-08	0	0	273
This study	This study	UMK_BOT	PW1.2b	PW1	PW1.2b	PW1.2b:LP-DIR-T	hargrave 2014-03-04 17:21:58	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.4	055.8		g	07.1	3.49e-06	2	1	273	1.13e-07	8.09e-08	3.58e-08	0	0	323.0
This study	This study	UMK_BOT	PW1.2b	PW1	PW1.2b	PW1.2b:LP-DIR-T	hargrave 2014-03-11 16:32:10	LT-T-Z:LP-DIR-T	pmagpy-2.233	4.5	058.1		g	07.4	3.47e-06	3	1	273	2.32e-07	1.43e-07	3.24e-08	0	0	373.0
This study	This study	UMK_BOT	PW1.2b	PW1	PW1.2b	PW1.2b:LP-DIR-T	hargrave 2014-03-17 13:17:22	LT-T-Z:LP-DIR-T	pmagpy-2.233	3.2	056.5		g	07.5	3.51e-06	4	1	273	1.62e-07	1.02e-07	3.37e-08	0	0	423.0
